ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,CLAIM_AMOUNT
3784,26-39,female,majority,0-9y,university,working class,0.68,0.0,before 2015,1.0,0.0,10238,10279.0,sedan,1,0,0,0.0,0.0
3785,26-39,male,majority,10-19y,none,upper class,0.5,0.0,before 2015,1.0,1.0,10238,5838.0,sedan,0,0,0,0.0,0.0
3786,26-39,female,majority,10-19y,none,upper class,0.67,1.0,before 2015,1.0,0.0,10238,4914.0,sedan,0,0,2,0.0,0.0
3787,16-25,male,majority,0-9y,high school,poverty,0.56,1.0,before 2015,1.0,0.0,10238,6347.0,sedan,0,1,0,0.0,0.0
3788,40-64,female,majority,20-29y,high school,poverty,0.68,1.0,after 2015,0.0,0.0,10238,10690.0,sedan,1,0,0,0.0,0.0
3789,40-64,female,majority,20-29y,none,poverty,0.53,0.0,before 2015,0.0,1.0,10238,1000.0,sedan,0,0,1,0.0,0.0
3790,40-64,female,majority,20-29y,high school,poverty,0.46,0.0,after 2015,1.0,1.0,10238,12718.0,sedan,0,0,0,0.0,0.0
3791,40-64,male,majority,10-19y,high school,working class,0.69,0.0,before 2015,1.0,0.0,10238,9920.0,sports car,1,0,0,0.0,0.0
3792,65+,female,majority,30y+,high school,poverty,0.4,0.0,after 2015,1.0,0.0,10238,8800.0,sedan,0,0,0,0.0,0.0
3793,40-64,female,majority,10-19y,high school,poverty,0.58,0.0,after 2015,1.0,1.0,10238,12436.0,sedan,1,0,1,0.0,0.0
3794,26-39,female,majority,0-9y,high school,working class,0.59,0.0,before 2015,1.0,0.0,10238,4526.0,sedan,1,0,0,0.0,0.0
3795,26-39,female,majority,10-19y,university,upper class,0.77,0.0,before 2015,0.0,1.0,10238,10208.0,sedan,0,0,0,0.0,0.0
3796,40-64,female,majority,10-19y,none,poverty,0.71,0.0,before 2015,1.0,0.0,10238,9427.0,sedan,0,0,1,1.0,1105.5
3797,26-39,female,majority,10-19y,university,poverty,0.47,1.0,before 2015,1.0,0.0,10238,9409.0,sedan,1,0,0,0.0,0.0
3798,65+,female,majority,30y+,university,upper class,0.64,0.0,after 2015,0.0,0.0,10238,10248.0,sedan,1,0,2,0.0,0.0
3799,16-25,female,majority,0-9y,high school,working class,0.69,1.0,after 2015,1.0,0.0,10238,4727.0,sports car,0,0,1,0.0,0.0
3800,26-39,female,majority,0-9y,university,middle class,0.46,0.0,after 2015,0.0,0.0,10238,4362.0,sedan,0,0,0,0.0,0.0
3801,26-39,male,majority,0-9y,university,poverty,0.69,1.0,before 2015,0.0,0.0,10238,5993.0,sports car,1,1,0,1.0,15657.6
3802,26-39,male,majority,10-19y,none,upper class,0.38,1.0,after 2015,0.0,0.0,10238,4434.0,sports car,2,0,1,0.0,0.0
3803,26-39,male,majority,10-19y,high school,working class,0.47,1.0,before 2015,0.0,0.0,10238,10195.0,sedan,2,0,1,0.0,0.0
3804,26-39,female,majority,10-19y,none,upper class,0.6,0.0,before 2015,1.0,1.0,10238,7646.0,sedan,2,1,0,0.0,0.0
3805,40-64,female,majority,20-29y,none,middle class,0.73,1.0,after 2015,1.0,1.0,10238,3321.0,sedan,0,0,1,0.0,0.0
3806,16-25,female,majority,0-9y,university,poverty,0.4,0.0,before 2015,0.0,0.0,10238,6253.0,sedan,2,0,1,0.0,0.0
3807,40-64,female,majority,10-19y,high school,working class,0.57,1.0,before 2015,0.0,0.0,10238,3646.0,sedan,1,1,2,0.0,0.0
3808,26-39,male,majority,10-19y,university,upper class,0.35,0.0,after 2015,0.0,1.0,10238,5254.0,sedan,0,0,0,0.0,0.0
3809,65+,male,majority,30y+,none,upper class,0.53,0.0,after 2015,0.0,1.0,10238,1000.0,sedan,3,0,2,0.0,0.0
3810,65+,female,majority,30y+,none,working class,0.35,0.0,before 2015,0.0,1.0,10238,9004.0,sedan,2,0,1,0.0,0.0
3811,26-39,male,majority,10-19y,high school,middle class,0.58,0.0,after 2015,1.0,0.0,10238,3694.0,sedan,0,0,0,1.0,11217.27
3812,16-25,female,majority,0-9y,none,upper class,0.64,0.0,before 2015,1.0,1.0,10238,9504.0,sedan,0,0,0,1.0,5102.13
3813,40-64,male,majority,20-29y,none,upper class,0.39,1.0,before 2015,1.0,0.0,10238,2984.0,sedan,1,0,0,0.0,0.0
3814,26-39,female,majority,10-19y,high school,working class,0.78,1.0,before 2015,0.0,0.0,10238,3981.0,sedan,0,0,0,1.0,3227.53
3815,16-25,male,majority,0-9y,high school,middle class,0.42,0.0,before 2015,0.0,0.0,10238,1771.0,sedan,0,0,2,0.0,0.0
3816,16-25,female,majority,0-9y,none,upper class,0.33,1.0,before 2015,1.0,0.0,10238,8053.0,sedan,0,0,1,0.0,0.0
3817,26-39,male,majority,10-19y,none,working class,0.56,0.0,after 2015,0.0,0.0,10238,8576.0,sedan,1,0,0,1.0,10037.72
3818,40-64,male,majority,10-19y,university,upper class,0.73,1.0,before 2015,1.0,1.0,10238,2987.0,sports car,0,0,1,0.0,0.0
3819,65+,female,majority,30y+,none,upper class,0.38,0.0,before 2015,1.0,1.0,10238,3092.0,sedan,1,1,2,0.0,0.0
3820,26-39,female,majority,10-19y,high school,working class,0.57,1.0,after 2015,0.0,1.0,10238,7210.0,sedan,0,0,0,0.0,0.0
3821,16-25,female,majority,0-9y,high school,working class,0.33,0.0,after 2015,1.0,0.0,10238,8487.0,sports car,0,0,0,0.0,0.0
3822,65+,female,majority,30y+,university,working class,0.73,0.0,before 2015,1.0,1.0,10238,7967.0,sedan,0,0,0,0.0,0.0
3823,65+,female,majority,30y+,university,middle class,0.4,1.0,after 2015,0.0,1.0,10238,8821.0,sedan,0,0,0,0.0,0.0
3824,40-64,male,majority,10-19y,high school,working class,0.65,1.0,after 2015,1.0,1.0,10238,5193.0,sedan,0,1,0,0.0,0.0
3825,40-64,male,majority,20-29y,university,working class,0.6,1.0,after 2015,0.0,0.0,10238,11726.0,sedan,1,0,1,0.0,0.0
3826,26-39,female,majority,0-9y,university,working class,0.59,0.0,after 2015,1.0,0.0,10238,9929.0,sedan,0,0,1,0.0,0.0
3827,26-39,female,majority,10-19y,university,working class,0.64,0.0,after 2015,0.0,0.0,10238,8004.0,sedan,0,0,2,0.0,0.0
3828,40-64,male,majority,20-29y,high school,middle class,0.3,1.0,after 2015,0.0,1.0,10238,6554.0,sedan,0,0,1,0.0,0.0
3829,26-39,female,majority,0-9y,high school,working class,0.33,0.0,before 2015,0.0,0.0,10238,10922.0,sedan,0,0,0,0.0,0.0
3830,40-64,male,majority,20-29y,none,poverty,0.7,1.0,after 2015,1.0,0.0,10238,5108.0,sports car,0,0,0,0.0,0.0
3831,40-64,female,majority,20-29y,none,upper class,0.76,0.0,after 2015,1.0,1.0,10238,5822.0,sports car,0,0,0,0.0,0.0
3832,26-39,male,majority,0-9y,none,poverty,0.53,1.0,after 2015,1.0,0.0,10238,8042.0,sedan,2,0,0,0.0,0.0
3833,65+,male,majority,30y+,university,upper class,0.67,0.0,before 2015,1.0,0.0,10238,4975.0,sedan,0,0,1,0.0,0.0
3834,65+,male,majority,30y+,university,working class,0.74,1.0,after 2015,0.0,1.0,10238,5367.0,sedan,0,0,0,0.0,0.0
3835,26-39,male,majority,10-19y,none,working class,0.65,0.0,after 2015,0.0,0.0,10238,7748.0,sedan,1,0,1,0.0,0.0
3836,26-39,female,majority,10-19y,university,working class,0.45,1.0,after 2015,1.0,1.0,10238,7258.0,sedan,0,0,0,0.0,0.0
3837,26-39,male,majority,10-19y,none,working class,0.7,0.0,after 2015,0.0,1.0,10238,5174.0,sedan,2,0,0,0.0,0.0
3838,65+,male,majority,30y+,high school,poverty,0.42,0.0,after 2015,1.0,0.0,10238,3992.0,sedan,0,0,1,0.0,0.0
3839,40-64,female,majority,10-19y,high school,middle class,0.67,0.0,after 2015,0.0,1.0,10238,6575.0,sedan,0,0,1,0.0,0.0
3840,16-25,male,majority,0-9y,none,poverty,0.76,0.0,before 2015,0.0,1.0,10238,10927.0,sedan,0,0,0,0.0,0.0
3841,40-64,male,majority,20-29y,university,upper class,0.58,1.0,after 2015,0.0,0.0,10238,3714.0,sedan,0,0,1,0.0,0.0
3842,65+,male,majority,30y+,none,poverty,0.77,1.0,before 2015,0.0,0.0,10238,8001.0,sedan,0,0,0,0.0,0.0
3843,26-39,female,majority,10-19y,high school,middle class,0.74,1.0,before 2015,1.0,0.0,10238,9064.0,sedan,0,0,0,0.0,0.0
3844,26-39,female,majority,10-19y,university,upper class,0.61,1.0,before 2015,1.0,1.0,10238,4839.0,sedan,0,2,2,0.0,0.0
3845,26-39,male,majority,0-9y,university,upper class,0.76,0.0,after 2015,1.0,0.0,10238,9381.0,sports car,1,0,0,0.0,0.0
3846,26-39,male,majority,10-19y,none,working class,0.66,0.0,before 2015,1.0,0.0,10238,6002.0,sports car,1,0,0,0.0,0.0
3847,40-64,female,majority,20-29y,university,middle class,0.55,0.0,after 2015,0.0,0.0,10238,6641.0,sedan,0,0,0,0.0,0.0
3848,26-39,male,majority,10-19y,high school,working class,0.58,0.0,after 2015,1.0,0.0,10238,6899.0,sedan,0,0,0,0.0,0.0
3849,26-39,male,majority,10-19y,high school,middle class,0.34,0.0,before 2015,0.0,1.0,10238,9706.0,sedan,0,1,1,0.0,0.0
3850,65+,male,majority,30y+,high school,poverty,0.68,1.0,after 2015,1.0,1.0,10238,1000.0,sedan,0,0,0,1.0,8689.01
3851,40-64,male,majority,10-19y,high school,poverty,0.53,1.0,after 2015,1.0,0.0,10238,9024.0,sedan,1,0,2,0.0,0.0
3852,26-39,female,majority,10-19y,high school,working class,0.55,1.0,before 2015,0.0,0.0,10238,6781.0,sports car,0,0,2,0.0,0.0
3853,65+,female,majority,30y+,high school,upper class,0.34,1.0,after 2015,1.0,1.0,10238,4385.0,sedan,0,1,0,0.0,0.0
3854,40-64,male,majority,20-29y,none,poverty,0.67,1.0,after 2015,1.0,1.0,10238,8726.0,sedan,1,0,1,0.0,0.0
3855,26-39,female,majority,10-19y,none,upper class,0.67,1.0,before 2015,1.0,1.0,10238,13888.0,sedan,1,0,0,0.0,0.0
3856,26-39,female,majority,0-9y,none,middle class,0.5,1.0,after 2015,1.0,0.0,10238,4404.0,sedan,1,0,0,0.0,0.0
3857,26-39,female,majority,10-19y,none,middle class,0.36,0.0,before 2015,1.0,1.0,10238,7286.0,sedan,1,0,2,1.0,12729.75
3858,26-39,female,majority,10-19y,none,working class,0.46,0.0,before 2015,1.0,1.0,10238,5716.0,sedan,0,0,0,0.0,0.0
3859,65+,female,majority,20-29y,none,upper class,0.54,1.0,after 2015,0.0,1.0,10238,10686.0,sports car,1,0,1,0.0,0.0
3860,26-39,female,majority,10-19y,university,poverty,0.57,0.0,before 2015,0.0,1.0,10238,10925.0,sedan,1,0,0,1.0,515.39
3861,16-25,male,majority,0-9y,none,upper class,0.78,0.0,after 2015,1.0,0.0,10238,12565.0,sedan,2,0,1,1.0,5614.48
3862,65+,female,majority,20-29y,high school,upper class,0.71,0.0,before 2015,0.0,0.0,10238,4760.0,sedan,1,0,0,0.0,0.0
3863,26-39,female,majority,0-9y,none,upper class,0.39,0.0,after 2015,1.0,1.0,10238,12001.0,sedan,0,0,1,0.0,0.0
3864,16-25,male,majority,0-9y,university,middle class,0.35,0.0,before 2015,1.0,0.0,10238,10605.0,sedan,1,0,1,1.0,7038.86
3865,26-39,male,majority,10-19y,high school,poverty,0.57,0.0,after 2015,1.0,1.0,10238,9296.0,sedan,2,0,1,0.0,0.0
3866,40-64,female,majority,10-19y,high school,working class,0.34,0.0,after 2015,1.0,1.0,10238,10430.0,sedan,0,0,1,0.0,0.0
3867,65+,female,majority,30y+,none,working class,0.64,0.0,after 2015,0.0,0.0,10238,5678.0,sedan,0,0,0,0.0,0.0
3868,26-39,female,majority,10-19y,university,poverty,0.48,1.0,before 2015,1.0,1.0,10238,4123.0,sedan,1,1,0,0.0,0.0
3869,65+,female,majority,30y+,none,poverty,0.32,0.0,after 2015,0.0,0.0,10238,9532.0,sedan,1,0,1,0.0,0.0
3870,65+,female,majority,30y+,high school,middle class,0.41,1.0,after 2015,0.0,0.0,10238,4261.0,sedan,1,0,0,0.0,0.0
3871,26-39,male,majority,10-19y,university,upper class,0.72,1.0,before 2015,0.0,1.0,10238,10287.0,sedan,0,0,0,0.0,0.0
3872,26-39,female,majority,10-19y,high school,working class,0.62,1.0,before 2015,1.0,1.0,10238,8885.0,sedan,1,0,1,0.0,0.0
3873,26-39,male,majority,10-19y,none,upper class,0.75,0.0,after 2015,1.0,1.0,10238,4935.0,sedan,1,0,0,0.0,0.0
3874,40-64,female,majority,20-29y,none,poverty,0.45,0.0,before 2015,1.0,0.0,10238,9340.0,sedan,0,0,0,0.0,0.0
3875,26-39,male,majority,10-19y,none,upper class,0.3,0.0,before 2015,1.0,1.0,10238,6944.0,sedan,1,0,0,1.0,1210.54
3876,26-39,female,majority,0-9y,university,upper class,0.68,1.0,before 2015,1.0,0.0,10238,8395.0,sedan,1,0,0,0.0,0.0
3877,26-39,female,majority,0-9y,university,middle class,0.49,1.0,before 2015,0.0,1.0,10238,7098.0,sedan,2,0,0,0.0,0.0
3878,26-39,male,majority,0-9y,high school,working class,0.35,0.0,after 2015,1.0,0.0,10238,9811.0,sedan,1,0,0,0.0,0.0
3879,26-39,male,majority,10-19y,university,middle class,0.79,0.0,after 2015,1.0,0.0,10238,6516.0,sports car,0,1,0,0.0,0.0
3880,40-64,male,majority,20-29y,high school,middle class,0.4,0.0,after 2015,1.0,1.0,10238,7363.0,sedan,0,0,1,0.0,0.0
3881,26-39,male,majority,10-19y,university,working class,0.41,1.0,before 2015,1.0,0.0,10238,9879.0,sports car,0,0,1,0.0,0.0
3882,26-39,female,majority,0-9y,none,poverty,0.7,0.0,before 2015,0.0,1.0,10238,4867.0,sedan,2,0,0,0.0,0.0
3883,65+,male,majority,30y+,none,upper class,0.38,0.0,before 2015,1.0,0.0,10238,6432.0,sedan,0,0,1,0.0,0.0
3884,16-25,female,majority,0-9y,high school,upper class,0.51,0.0,after 2015,0.0,0.0,10238,9731.0,sedan,0,1,0,1.0,3845.13
3885,40-64,male,majority,20-29y,university,upper class,0.46,0.0,before 2015,1.0,0.0,10238,4615.0,sedan,0,0,0,0.0,0.0
3886,26-39,female,majority,10-19y,high school,upper class,0.39,1.0,after 2015,0.0,0.0,10238,8935.0,sedan,1,0,0,0.0,0.0
3887,40-64,female,majority,20-29y,none,upper class,0.57,1.0,after 2015,0.0,1.0,10238,7888.0,sports car,0,0,0,0.0,0.0
3888,65+,female,majority,30y+,university,working class,0.36,1.0,after 2015,0.0,1.0,10238,5231.0,sedan,1,0,2,0.0,0.0
3889,40-64,female,majority,20-29y,none,working class,0.48,1.0,before 2015,1.0,0.0,10238,11443.0,sedan,1,0,0,0.0,0.0
3890,26-39,male,majority,10-19y,university,upper class,0.5,1.0,before 2015,0.0,1.0,10238,6797.0,sports car,1,0,0,0.0,0.0
3891,40-64,male,majority,20-29y,university,working class,0.49,0.0,before 2015,0.0,1.0,10238,7638.0,sedan,0,0,0,0.0,0.0
3892,26-39,female,majority,10-19y,none,upper class,0.33,1.0,before 2015,1.0,0.0,10238,6593.0,sedan,0,0,2,0.0,0.0
3893,40-64,male,majority,10-19y,high school,working class,0.62,1.0,before 2015,0.0,0.0,10238,3756.0,sedan,3,0,0,0.0,0.0
3894,65+,male,majority,30y+,university,upper class,0.33,1.0,after 2015,0.0,0.0,10238,7070.0,sedan,0,0,0,0.0,0.0
3895,26-39,female,majority,10-19y,high school,working class,0.45,1.0,after 2015,1.0,0.0,10238,8627.0,sedan,1,0,0,0.0,0.0
3896,16-25,male,majority,0-9y,university,middle class,0.79,1.0,after 2015,1.0,1.0,10238,9877.0,sedan,0,0,1,0.0,0.0
3897,40-64,female,majority,20-29y,none,poverty,0.57,1.0,before 2015,1.0,0.0,10238,10009.0,sedan,1,0,0,0.0,0.0
3898,65+,female,majority,20-29y,university,upper class,0.73,0.0,before 2015,0.0,0.0,10238,5436.0,sports car,2,0,0,0.0,0.0
3899,40-64,female,majority,10-19y,university,middle class,0.78,1.0,before 2015,0.0,0.0,10238,8243.0,sedan,0,0,1,0.0,0.0
3900,26-39,male,majority,0-9y,university,upper class,0.79,1.0,after 2015,0.0,1.0,10238,3753.0,sedan,1,0,1,0.0,0.0
3901,26-39,female,majority,10-19y,none,working class,0.64,0.0,after 2015,1.0,1.0,10238,2838.0,sedan,1,0,0,0.0,0.0
3902,26-39,female,majority,0-9y,university,upper class,0.65,0.0,after 2015,0.0,0.0,10238,1985.0,sedan,0,0,0,0.0,0.0
3903,40-64,female,majority,20-29y,university,working class,0.62,1.0,before 2015,1.0,1.0,10238,8175.0,sedan,1,0,0,0.0,0.0
3904,40-64,female,majority,10-19y,high school,middle class,0.46,0.0,before 2015,1.0,1.0,10238,1000.0,sedan,0,0,0,0.0,0.0
3905,16-25,male,majority,0-9y,none,upper class,0.54,0.0,before 2015,0.0,1.0,10238,2049.0,sedan,0,0,0,0.0,0.0
3906,40-64,male,majority,20-29y,university,upper class,0.6,1.0,before 2015,0.0,0.0,10238,11884.0,sedan,1,1,1,0.0,0.0
3907,40-64,male,majority,20-29y,university,upper class,0.49,1.0,before 2015,1.0,0.0,10238,10082.0,sedan,0,0,0,0.0,0.0
3908,40-64,female,majority,20-29y,high school,working class,0.42,1.0,after 2015,1.0,1.0,10238,6177.0,sedan,1,0,0,0.0,0.0
3909,26-39,female,majority,0-9y,university,working class,0.79,1.0,before 2015,1.0,1.0,10238,8760.0,sedan,0,0,0,0.0,0.0
3910,26-39,female,majority,10-19y,none,upper class,0.61,1.0,before 2015,1.0,1.0,10238,6135.0,sedan,2,0,0,0.0,0.0
3911,65+,male,majority,30y+,none,middle class,0.45,0.0,after 2015,1.0,1.0,10238,6179.0,sedan,0,1,1,0.0,0.0
3912,40-64,male,majority,10-19y,university,working class,0.68,1.0,after 2015,0.0,1.0,10238,8698.0,sports car,2,0,1,0.0,0.0
3913,26-39,male,majority,10-19y,high school,poverty,0.33,0.0,after 2015,1.0,0.0,10238,2311.0,sedan,2,0,1,0.0,0.0
3914,65+,male,majority,30y+,none,middle class,0.45,0.0,before 2015,0.0,1.0,10238,8129.0,sports car,2,0,0,0.0,0.0
3915,26-39,male,majority,10-19y,none,upper class,0.4,0.0,before 2015,0.0,0.0,10238,11696.0,sedan,0,0,0,0.0,0.0
3916,65+,female,majority,30y+,high school,poverty,0.76,0.0,before 2015,0.0,1.0,10238,7231.0,sports car,0,2,1,1.0,2030.02
3917,26-39,male,majority,10-19y,high school,working class,0.77,1.0,after 2015,1.0,1.0,10238,5455.0,sedan,0,0,0,0.0,0.0
3918,40-64,male,majority,10-19y,high school,working class,0.46,1.0,after 2015,0.0,0.0,10238,3302.0,sedan,2,0,0,0.0,0.0
3919,65+,male,majority,30y+,none,working class,0.62,1.0,before 2015,1.0,0.0,10238,8872.0,sports car,0,0,1,0.0,0.0
3920,26-39,male,majority,10-19y,none,middle class,0.56,0.0,before 2015,0.0,1.0,10238,6999.0,sedan,0,0,0,0.0,0.0
3921,16-25,female,majority,0-9y,none,working class,0.62,0.0,after 2015,0.0,0.0,10238,2281.0,sedan,0,0,0,0.0,0.0
3922,65+,male,majority,20-29y,none,poverty,0.31,0.0,before 2015,0.0,0.0,10238,6325.0,sedan,0,0,0,0.0,0.0
3923,40-64,female,majority,20-29y,university,upper class,0.47,0.0,after 2015,0.0,0.0,10238,2735.0,sedan,0,1,0,0.0,0.0
3924,26-39,female,majority,10-19y,none,upper class,0.57,1.0,before 2015,1.0,1.0,10238,2667.0,sedan,2,0,0,0.0,0.0
3925,65+,female,majority,30y+,none,poverty,0.63,0.0,after 2015,0.0,1.0,10238,7798.0,sports car,0,0,0,0.0,0.0
3926,40-64,female,majority,20-29y,none,poverty,0.64,0.0,after 2015,1.0,0.0,10238,2485.0,sedan,0,0,0,0.0,0.0
3927,26-39,male,majority,0-9y,none,middle class,0.6,1.0,before 2015,0.0,1.0,10238,8430.0,sedan,0,0,0,0.0,0.0
3928,40-64,male,majority,10-19y,university,poverty,0.46,1.0,after 2015,1.0,0.0,10238,6312.0,sedan,0,0,0,0.0,0.0
3929,65+,female,majority,30y+,none,middle class,0.3,1.0,after 2015,0.0,1.0,10238,6063.0,sedan,0,0,2,0.0,0.0
3930,26-39,male,majority,10-19y,none,poverty,0.33,1.0,before 2015,1.0,0.0,10238,7477.0,sedan,1,0,2,0.0,0.0
3931,65+,female,majority,30y+,high school,middle class,0.62,0.0,before 2015,1.0,0.0,10238,9794.0,sedan,1,0,0,0.0,0.0
3932,16-25,male,majority,0-9y,none,poverty,0.4,1.0,after 2015,0.0,1.0,10238,11775.0,sedan,1,0,0,1.0,4859.98
3933,26-39,female,majority,10-19y,none,poverty,0.6,1.0,after 2015,0.0,1.0,10238,4165.0,sedan,1,0,3,1.0,2314.52
3934,40-64,female,majority,20-29y,high school,poverty,0.77,0.0,before 2015,1.0,0.0,10238,6232.0,sedan,1,0,0,0.0,0.0
3935,40-64,male,majority,20-29y,high school,working class,0.34,0.0,before 2015,0.0,1.0,10238,8197.0,sedan,1,0,2,0.0,0.0
3936,26-39,female,majority,0-9y,university,poverty,0.46,0.0,after 2015,0.0,0.0,10238,8355.0,sedan,1,0,2,0.0,0.0
3937,65+,male,majority,20-29y,university,upper class,0.42,0.0,after 2015,1.0,1.0,10238,11628.0,sedan,0,0,1,0.0,0.0
3938,65+,female,majority,30y+,university,upper class,0.42,0.0,before 2015,1.0,1.0,10238,10718.0,sports car,0,0,0,0.0,0.0
3939,26-39,male,majority,10-19y,none,poverty,0.52,1.0,before 2015,0.0,1.0,10238,7200.0,sedan,0,0,0,0.0,0.0
3940,40-64,female,majority,10-19y,none,working class,0.44,0.0,before 2015,0.0,0.0,10238,8595.0,sedan,1,0,0,0.0,0.0
3941,26-39,male,majority,0-9y,university,poverty,0.34,1.0,before 2015,0.0,0.0,10238,5026.0,sports car,1,0,0,0.0,0.0
3942,26-39,female,majority,10-19y,university,poverty,0.5,1.0,after 2015,0.0,0.0,10238,5839.0,sedan,0,0,1,0.0,0.0
3943,40-64,male,majority,20-29y,university,middle class,0.52,0.0,before 2015,1.0,0.0,10238,6959.0,sedan,0,0,1,0.0,0.0
3944,26-39,female,majority,0-9y,none,poverty,0.67,0.0,before 2015,0.0,0.0,10238,6104.0,sedan,0,1,1,0.0,0.0
3945,40-64,male,majority,20-29y,high school,middle class,0.71,0.0,after 2015,1.0,0.0,10238,5036.0,sedan,0,1,3,0.0,0.0
3946,26-39,female,majority,0-9y,none,upper class,0.31,0.0,before 2015,0.0,1.0,10238,5788.0,sedan,1,0,0,0.0,0.0
3947,40-64,male,majority,10-19y,high school,upper class,0.73,0.0,before 2015,0.0,1.0,10238,7470.0,sedan,0,0,0,0.0,0.0
3948,65+,male,majority,30y+,none,poverty,0.76,1.0,before 2015,0.0,0.0,10238,6119.0,sedan,0,0,0,0.0,0.0
3949,40-64,male,majority,10-19y,university,working class,0.38,0.0,after 2015,1.0,1.0,10238,1000.0,sedan,0,0,0,0.0,0.0
3950,40-64,male,majority,20-29y,none,working class,0.43,1.0,before 2015,1.0,1.0,10238,2002.0,sedan,1,0,2,0.0,0.0
3951,26-39,male,majority,0-9y,high school,upper class,0.53,0.0,after 2015,1.0,1.0,10238,8784.0,sports car,0,0,1,0.0,0.0
3952,65+,female,majority,20-29y,none,middle class,0.6,0.0,before 2015,0.0,0.0,10238,7642.0,sedan,0,0,1,0.0,0.0
3953,40-64,female,majority,10-19y,high school,working class,0.37,0.0,before 2015,1.0,1.0,10238,7676.0,sedan,1,0,0,1.0,3015.44
3954,16-25,male,majority,0-9y,high school,poverty,0.38,1.0,after 2015,0.0,0.0,10238,2966.0,sedan,2,0,0,0.0,0.0
3955,26-39,female,majority,10-19y,university,middle class,0.31,0.0,after 2015,1.0,1.0,10238,6021.0,sedan,1,0,0,0.0,0.0
3956,40-64,female,majority,10-19y,university,middle class,0.66,1.0,after 2015,0.0,1.0,10238,5497.0,sedan,0,0,0,0.0,0.0
3957,65+,female,majority,20-29y,high school,working class,0.76,0.0,before 2015,1.0,1.0,10238,1000.0,sports car,1,0,1,0.0,0.0
3958,26-39,female,majority,10-19y,university,middle class,0.79,1.0,after 2015,1.0,1.0,10238,4804.0,sedan,1,0,0,0.0,0.0
3959,40-64,male,majority,20-29y,high school,upper class,0.54,0.0,before 2015,1.0,0.0,10238,5633.0,sedan,1,0,1,0.0,0.0
3960,26-39,female,majority,10-19y,university,middle class,0.59,0.0,after 2015,0.0,0.0,10238,6552.0,sedan,2,0,0,0.0,0.0
3961,40-64,male,majority,20-29y,high school,working class,0.32,1.0,before 2015,0.0,1.0,10238,10334.0,sedan,1,0,1,0.0,0.0
3962,16-25,male,majority,0-9y,university,poverty,0.49,0.0,after 2015,0.0,1.0,10238,9487.0,sedan,0,0,1,0.0,0.0
3963,40-64,male,majority,20-29y,high school,upper class,0.4,1.0,before 2015,0.0,1.0,10238,4550.0,sedan,3,1,0,0.0,0.0
3964,65+,female,majority,30y+,university,upper class,0.43,1.0,before 2015,1.0,0.0,10238,5271.0,sedan,0,0,0,0.0,0.0
3965,16-25,male,majority,0-9y,none,working class,0.66,0.0,before 2015,1.0,1.0,10238,8495.0,sedan,1,0,1,0.0,0.0
3966,16-25,male,majority,0-9y,university,upper class,0.54,1.0,before 2015,0.0,1.0,10238,11066.0,sedan,0,0,1,0.0,0.0
3967,40-64,male,majority,20-29y,none,upper class,0.65,0.0,after 2015,1.0,1.0,10238,6389.0,sedan,1,0,2,0.0,0.0
3968,26-39,male,majority,0-9y,high school,working class,0.76,1.0,before 2015,0.0,1.0,10238,5139.0,sedan,1,0,1,0.0,0.0
3969,40-64,female,majority,10-19y,high school,poverty,0.42,1.0,before 2015,0.0,1.0,10238,4724.0,sedan,1,0,1,0.0,0.0
3970,26-39,female,majority,10-19y,none,middle class,0.71,1.0,before 2015,0.0,0.0,10238,7408.0,sedan,0,0,0,1.0,5920.65
3971,26-39,male,majority,10-19y,university,middle class,0.64,1.0,after 2015,1.0,1.0,10238,4002.0,sedan,3,0,0,0.0,0.0
3972,26-39,male,majority,10-19y,university,middle class,0.62,1.0,after 2015,1.0,1.0,10238,6018.0,sports car,0,0,1,0.0,0.0
3973,65+,female,majority,30y+,university,poverty,0.53,0.0,before 2015,0.0,1.0,10238,8314.0,sedan,1,0,0,0.0,0.0
3974,16-25,female,majority,0-9y,university,poverty,0.43,0.0,before 2015,0.0,1.0,10238,4708.0,sedan,0,0,0,0.0,0.0
3975,65+,male,majority,30y+,none,working class,0.78,1.0,before 2015,0.0,1.0,10238,5400.0,sedan,0,0,2,0.0,0.0
3976,40-64,male,majority,20-29y,high school,upper class,0.31,1.0,after 2015,0.0,0.0,10238,4094.0,sedan,0,1,1,0.0,0.0
3977,40-64,female,majority,10-19y,none,poverty,0.62,1.0,after 2015,1.0,0.0,10238,12018.0,sedan,0,1,0,0.0,0.0
3978,40-64,female,majority,10-19y,none,upper class,0.5,1.0,after 2015,1.0,0.0,10238,4958.0,sports car,0,0,2,0.0,0.0
3979,40-64,female,majority,10-19y,high school,upper class,0.75,1.0,before 2015,0.0,0.0,10238,8111.0,sedan,2,0,0,0.0,0.0
3980,26-39,male,majority,0-9y,university,middle class,0.39,1.0,before 2015,0.0,1.0,10238,9144.0,sedan,0,0,0,0.0,0.0
3981,26-39,male,majority,10-19y,high school,upper class,0.71,1.0,before 2015,0.0,0.0,10238,8176.0,sedan,2,0,1,0.0,0.0
