ID,AGE,GENDER,REGION,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SAFETY_RATING,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,CLAIM_AMOUNT
3739,65+,female,East Anglia,30y+,high_school,working_class,0.431,0.0,2016-2020,0.0,0.0,67890,2447.0,suv,standard,0,0,1,0.0,0.0
3740,16-25,female,North East,3-5y,high_school,middle_class,0.644,1.0,2010-2015,0.0,0.0,67890,2667.0,small_hatchback,standard,2,0,0,0.0,0.0
3741,26-39,male,East Midlands,0-9y,university,middle_class,0.751,0.0,2010-2015,1.0,1.0,10238,11236.0,small_hatchback,advanced,0,0,0,0.0,0.0
3742,26-39,male,South East,10-19y,university,upper_class,0.815,1.0,2016-2020,0.0,0.0,45678,10658.0,small_hatchback,basic,0,0,0,0.0,0.0
3743,26-39,female,East Midlands,0-9y,university,working_class,0.194,1.0,2016-2020,0.0,0.0,54321,6610.0,luxury_sedan,advanced,1,0,1,0.0,0.0
3744,26-39,female,East Midlands,10-19y,high_school,middle_class,0.602,0.0,2016-2020,0.0,0.0,10238,5727.0,family_sedan,advanced,1,0,0,0.0,0.0
3745,65+,female,Wales,30y+,high_school,middle_class,0.48,0.0,after_2020,0.0,1.0,78901,2820.0,family_sedan,advanced,0,0,0,0.0,0.0
3746,40-64,male,North East,20-29y,high_school,working_class,0.333,1.0,2016-2020,1.0,0.0,67890,8263.0,family_sedan,basic,0,0,0,0.0,0.0
3747,26-39,female,Yorkshire,10-19y,high_school,middle_class,0.79,1.0,after_2020,0.0,0.0,54321,12670.0,sports_car,standard,0,0,0,0.0,0.0
3748,26-39,female,South East,10-19y,high_school,working_class,0.484,1.0,before_2010,1.0,1.0,32765,5548.0,small_hatchback,standard,0,0,0,1.0,1392.73
3749,26-39,female,London,10-19y,high_school,middle_class,0.504,1.0,2010-2015,1.0,1.0,32765,3767.0,family_sedan,basic,0,0,0,0.0,0.0
3750,40-64,female,North East,20-29y,high_school,working_class,0.611,1.0,2016-2020,1.0,1.0,67890,9984.0,family_sedan,standard,1,0,0,0.0,0.0
3751,40-64,male,East Midlands,10-19y,high_school,upper_class,0.893,0.0,2010-2015,1.0,0.0,78901,2012.0,luxury_sedan,standard,1,0,0,0.0,0.0
3752,26-39,male,East Anglia,10-19y,postgraduate,working_class,0.609,1.0,before_2010,0.0,0.0,67890,8915.0,sports_car,basic,0,0,0,0.0,0.0
3753,40-64,male,Scotland,20-29y,high_school,upper_class,0.958,1.0,2016-2020,1.0,1.0,67890,5604.0,family_sedan,standard,0,0,0,0.0,0.0
3754,26-39,male,North East,0-9y,university,middle_class,0.634,1.0,2016-2020,1.0,1.0,32765,6864.0,small_hatchback,standard,0,0,0,1.0,1190.88
3755,40-64,male,Scotland,20-29y,none,working_class,0.536,1.0,2010-2015,1.0,0.0,45678,10098.0,small_hatchback,standard,1,0,0,0.0,0.0
3756,26-39,male,South West,10-19y,university,middle_class,0.742,1.0,2010-2015,1.0,1.0,54321,9468.0,sports_car,standard,1,1,1,0.0,0.0
3757,26-39,male,East Anglia,10-19y,university,poverty,0.225,1.0,2016-2020,1.0,0.0,32765,7097.0,luxury_sedan,basic,0,0,0,0.0,0.0
3758,26-39,female,South East,10-19y,postgraduate,middle_class,0.651,1.0,2016-2020,0.0,1.0,67890,7851.0,family_sedan,advanced,1,0,0,0.0,0.0
3759,26-39,female,South East,10-19y,high_school,working_class,0.579,1.0,2016-2020,1.0,0.0,32765,8564.0,small_hatchback,advanced,0,0,0,0.0,0.0
3760,26-39,female,North East,10-19y,high_school,middle_class,0.607,1.0,2016-2020,0.0,0.0,78901,7759.0,small_hatchback,advanced,0,0,0,0.0,0.0
3761,65+,male,North East,30y+,high_school,middle_class,0.633,1.0,before_2010,0.0,0.0,67890,1321.0,suv,basic,0,0,0,1.0,1800.0
3762,40-64,male,West Midlands,20-29y,university,middle_class,0.773,1.0,2016-2020,1.0,0.0,45678,4073.0,family_sedan,basic,0,0,0,0.0,0.0
3763,16-25,male,North West,0-2y,none,upper_class,0.872,1.0,2010-2015,0.0,0.0,67890,6654.0,sports_car,standard,0,0,2,1.0,3120.0
3764,40-64,female,Scotland,10-19y,high_school,working_class,0.519,1.0,before_2010,0.0,0.0,32765,5715.0,family_sedan,standard,0,0,0,0.0,0.0
3765,40-64,male,West Midlands,20-29y,high_school,working_class,0.714,0.0,2010-2015,0.0,0.0,10238,5946.0,luxury_sedan,basic,0,0,0,0.0,0.0
3766,65+,male,Yorkshire,20-29y,none,middle_class,0.659,1.0,after_2020,1.0,0.0,54321,7353.0,luxury_sedan,basic,0,0,0,0.0,0.0
3767,16-25,male,East Anglia,6-9y,high_school,working_class,0.443,1.0,2010-2015,0.0,0.0,32765,6675.0,family_sedan,basic,0,0,0,0.0,0.0
3768,40-64,male,West Midlands,20-29y,university,working_class,0.646,1.0,2010-2015,0.0,0.0,78901,8827.0,sports_car,basic,0,0,0,0.0,0.0
3769,26-39,female,North West,10-19y,postgraduate,upper_class,0.923,1.0,2016-2020,1.0,0.0,67890,3892.0,suv,basic,1,0,0,0.0,0.0
3770,40-64,female,East Anglia,20-29y,university,middle_class,0.684,1.0,before_2010,1.0,0.0,54321,5695.0,suv,standard,0,0,0,0.0,0.0
3771,26-39,male,South West,0-9y,university,working_class,0.589,1.0,before_2010,0.0,1.0,67890,9569.0,small_hatchback,standard,0,0,0,0.0,0.0
3772,26-39,male,West Midlands,0-9y,postgraduate,middle_class,0.877,1.0,2016-2020,0.0,1.0,45678,500.0,suv,standard,0,0,0,0.0,0.0
3773,40-64,male,London,10-19y,university,middle_class,0.718,1.0,after_2020,1.0,1.0,67890,10989.0,small_hatchback,basic,0,0,0,0.0,0.0
3774,40-64,female,South East,10-19y,university,upper_class,0.823,1.0,2016-2020,1.0,1.0,78901,5605.0,luxury_sedan,basic,0,0,0,0.0,0.0
3775,65+,male,South West,30y+,none,middle_class,0.912,1.0,2016-2020,1.0,1.0,45678,5743.0,family_sedan,basic,0,0,0,0.0,0.0
3776,26-39,male,West Midlands,10-19y,university,middle_class,0.744,1.0,before_2010,1.0,1.0,32765,6092.0,family_sedan,basic,0,0,0,0.0,0.0
3777,65+,male,North West,30y+,postgraduate,working_class,0.314,1.0,before_2010,1.0,1.0,10238,5415.0,small_hatchback,standard,0,0,0,0.0,0.0
3778,16-25,female,East Midlands,3-5y,university,middle_class,0.671,1.0,2010-2015,0.0,0.0,54321,9232.0,sports_car,advanced,0,0,0,0.0,0.0
3779,16-25,female,South East,0-2y,university,middle_class,0.739,1.0,before_2010,0.0,0.0,45678,6127.0,small_hatchback,standard,0,0,0,0.0,0.0
3780,26-39,female,North West,10-19y,university,middle_class,0.666,0.0,before_2010,0.0,0.0,10238,1217.0,sports_car,basic,1,0,0,0.0,0.0
3781,40-64,male,South West,10-19y,high_school,middle_class,0.697,0.0,before_2010,1.0,0.0,10238,10740.0,suv,basic,1,0,0,0.0,0.0
3782,65+,male,Wales,30y+,postgraduate,poverty,0.452,0.0,before_2010,0.0,0.0,67890,4093.0,family_sedan,standard,0,0,0,1.0,1202.14
3783,65+,female,Scotland,30y+,university,middle_class,0.816,1.0,after_2020,1.0,1.0,54321,8435.0,sports_car,standard,0,0,0,0.0,0.0
3784,26-39,female,South West,0-9y,university,working_class,0.409,0.0,after_2020,1.0,0.0,67890,10115.0,family_sedan,basic,0,0,0,0.0,0.0
3785,16-25,female,London,0-2y,university,poverty,0.181,0.0,2016-2020,0.0,0.0,78901,10141.0,small_hatchback,advanced,1,0,0,1.0,479.39
3786,26-39,female,East Anglia,0-9y,postgraduate,working_class,0.648,1.0,2010-2015,1.0,0.0,67890,2976.0,small_hatchback,standard,0,0,0,0.0,0.0
3787,40-64,female,East Midlands,10-19y,university,middle_class,0.828,1.0,2010-2015,1.0,1.0,45678,6938.0,family_sedan,standard,0,0,0,0.0,0.0
3788,26-39,male,South East,10-19y,high_school,poverty,0.213,1.0,2010-2015,1.0,0.0,67890,11832.0,luxury_sedan,standard,0,0,0,0.0,0.0
3789,16-25,female,Scotland,0-2y,high_school,middle_class,0.407,1.0,before_2010,0.0,0.0,67890,7007.0,suv,advanced,0,0,0,0.0,0.0
3790,26-39,female,North West,10-19y,high_school,working_class,0.63,1.0,2010-2015,1.0,1.0,45678,9228.0,sports_car,standard,0,0,0,0.0,0.0
3791,26-39,female,West Midlands,10-19y,postgraduate,middle_class,0.971,1.0,2016-2020,1.0,1.0,78901,7751.0,family_sedan,standard,1,0,0,0.0,0.0
3792,40-64,female,East Anglia,20-29y,university,middle_class,0.502,1.0,2010-2015,1.0,1.0,54321,4686.0,family_sedan,standard,0,0,0,0.0,0.0
3793,16-25,male,South East,3-5y,university,middle_class,0.556,1.0,2016-2020,1.0,0.0,78901,4284.0,family_sedan,basic,0,0,1,0.0,0.0
3794,40-64,male,Wales,10-19y,postgraduate,middle_class,0.73,1.0,before_2010,1.0,1.0,32765,6224.0,luxury_sedan,basic,0,0,0,0.0,0.0
3795,40-64,female,Wales,10-19y,postgraduate,upper_class,0.784,1.0,after_2020,1.0,1.0,67890,9101.0,suv,standard,0,0,0,0.0,0.0
3796,26-39,male,West Midlands,10-19y,high_school,working_class,0.521,0.0,2016-2020,0.0,0.0,45678,5913.0,luxury_sedan,standard,0,0,0,0.0,0.0
3797,40-64,female,East Midlands,20-29y,high_school,upper_class,0.822,0.0,2010-2015,1.0,0.0,45678,12936.0,sports_car,standard,0,0,0,0.0,0.0
3798,40-64,female,London,20-29y,university,middle_class,0.749,0.0,2016-2020,0.0,0.0,67890,3895.0,suv,standard,1,0,1,0.0,0.0
3799,16-25,male,East Anglia,0-2y,postgraduate,working_class,0.495,1.0,after_2020,0.0,0.0,54321,5277.0,sports_car,standard,0,0,1,0.0,0.0
3800,40-64,male,North East,10-19y,university,working_class,0.815,1.0,after_2020,1.0,0.0,32765,8824.0,suv,advanced,0,0,0,0.0,0.0
3801,40-64,male,North West,20-29y,university,poverty,0.141,1.0,2016-2020,1.0,1.0,32765,6070.0,suv,standard,1,0,0,0.0,0.0
3802,26-39,male,Scotland,0-9y,high_school,working_class,0.462,1.0,2010-2015,0.0,0.0,54321,3573.0,family_sedan,basic,1,0,0,0.0,0.0
3803,65+,male,North West,30y+,high_school,middle_class,0.799,1.0,after_2020,1.0,0.0,32765,1191.0,family_sedan,basic,0,0,0,0.0,0.0
3804,26-39,male,East Anglia,0-9y,postgraduate,middle_class,0.775,1.0,2010-2015,1.0,0.0,78901,5446.0,family_sedan,standard,0,0,0,0.0,0.0
3805,65+,female,North West,30y+,high_school,working_class,0.499,1.0,before_2010,0.0,0.0,78901,3509.0,suv,standard,0,0,0,0.0,0.0
3806,16-25,female,East Midlands,0-2y,university,poverty,0.18,1.0,2016-2020,0.0,0.0,45678,3202.0,sports_car,basic,1,0,0,0.0,0.0
3807,65+,male,South West,30y+,university,middle_class,0.608,1.0,2010-2015,1.0,0.0,78901,4818.0,family_sedan,basic,0,0,0,0.0,0.0
3808,26-39,male,North East,10-19y,high_school,working_class,0.682,1.0,before_2010,0.0,1.0,54321,6735.0,sports_car,standard,1,0,0,0.0,0.0
3809,26-39,male,West Midlands,0-9y,university,middle_class,0.175,1.0,2016-2020,1.0,1.0,78901,3853.0,small_hatchback,basic,0,0,0,0.0,0.0
3810,40-64,male,South West,20-29y,high_school,working_class,0.686,1.0,after_2020,1.0,0.0,45678,4676.0,family_sedan,standard,0,0,0,0.0,0.0
3811,16-25,female,North West,3-5y,university,middle_class,0.549,1.0,after_2020,0.0,0.0,54321,644.0,suv,standard,0,0,1,0.0,0.0
3812,40-64,male,South West,20-29y,university,middle_class,0.69,1.0,2016-2020,1.0,0.0,10238,8719.0,luxury_sedan,standard,0,0,0,0.0,0.0
3813,40-64,female,East Midlands,10-19y,university,working_class,0.547,1.0,after_2020,1.0,1.0,54321,4375.0,suv,advanced,0,0,0,0.0,0.0
3814,40-64,female,London,20-29y,university,middle_class,0.678,1.0,2010-2015,0.0,1.0,10238,9838.0,family_sedan,standard,0,0,0,0.0,0.0
3815,40-64,female,West Midlands,20-29y,high_school,middle_class,0.831,1.0,after_2020,1.0,1.0,67890,2761.0,small_hatchback,basic,1,0,2,0.0,0.0
3816,65+,female,North West,30y+,postgraduate,middle_class,0.798,1.0,2010-2015,1.0,0.0,54321,557.0,family_sedan,basic,0,0,0,0.0,0.0
3817,40-64,female,Scotland,10-19y,university,upper_class,0.587,1.0,after_2020,1.0,1.0,45678,6630.0,luxury_sedan,basic,0,0,0,0.0,0.0
3818,26-39,male,East Midlands,0-9y,none,working_class,0.5,1.0,2016-2020,1.0,0.0,67890,7105.0,family_sedan,standard,1,0,0,0.0,0.0
3819,26-39,female,Wales,10-19y,high_school,working_class,0.713,1.0,before_2010,1.0,0.0,32765,7454.0,small_hatchback,basic,1,0,0,1.0,2787.05
3820,26-39,male,Scotland,10-19y,university,upper_class,0.802,1.0,2010-2015,0.0,0.0,10238,8978.0,family_sedan,standard,0,0,0,0.0,0.0
3821,40-64,female,London,20-29y,high_school,upper_class,0.856,1.0,2016-2020,1.0,1.0,67890,5769.0,suv,advanced,1,0,0,0.0,0.0
3822,40-64,male,South West,20-29y,university,poverty,0.104,0.0,2010-2015,1.0,0.0,10238,12980.0,small_hatchback,advanced,1,0,1,0.0,0.0
3823,16-25,male,West Midlands,3-5y,university,upper_class,0.882,1.0,2016-2020,0.0,0.0,54321,500.0,small_hatchback,standard,1,0,0,0.0,0.0
3824,40-64,male,South East,20-29y,high_school,upper_class,0.783,1.0,before_2010,1.0,0.0,45678,5337.0,sports_car,standard,0,0,1,0.0,0.0
3825,40-64,female,West Midlands,20-29y,university,middle_class,0.687,1.0,2016-2020,1.0,1.0,67890,2841.0,luxury_sedan,advanced,0,0,0,0.0,0.0
3826,26-39,female,North East,0-9y,postgraduate,poverty,0.139,0.0,2010-2015,1.0,1.0,10238,8170.0,family_sedan,standard,0,0,0,0.0,0.0
3827,40-64,male,Wales,20-29y,high_school,working_class,0.566,1.0,after_2020,1.0,1.0,45678,7080.0,small_hatchback,standard,0,0,0,0.0,0.0
3828,26-39,male,East Anglia,0-9y,high_school,working_class,0.408,1.0,before_2010,0.0,0.0,78901,4934.0,suv,standard,0,0,0,0.0,0.0
3829,65+,female,North West,30y+,university,working_class,0.529,1.0,before_2010,0.0,0.0,67890,2370.0,suv,standard,1,0,0,1.0,1320.41
3830,40-64,male,North West,20-29y,university,working_class,0.486,1.0,before_2010,1.0,0.0,67890,7498.0,sports_car,basic,0,0,2,0.0,0.0
3831,40-64,male,East Midlands,20-29y,high_school,middle_class,0.349,1.0,2010-2015,0.0,1.0,78901,7764.0,luxury_sedan,standard,0,0,0,0.0,0.0
3832,65+,male,London,30y+,high_school,upper_class,0.504,1.0,after_2020,1.0,1.0,32765,2320.0,family_sedan,basic,0,0,0,0.0,0.0
3833,40-64,male,London,20-29y,university,upper_class,0.924,1.0,after_2020,1.0,0.0,67890,4686.0,luxury_sedan,standard,0,0,0,0.0,0.0
3834,16-25,female,South West,6-9y,postgraduate,middle_class,0.492,1.0,after_2020,0.0,0.0,45678,7953.0,sports_car,standard,1,0,0,1.0,1401.56
3835,65+,male,Scotland,30y+,postgraduate,working_class,0.412,1.0,2010-2015,0.0,0.0,10238,3083.0,luxury_sedan,basic,0,0,0,0.0,0.0
3836,26-39,male,East Midlands,0-9y,university,middle_class,0.424,1.0,before_2010,1.0,0.0,45678,8886.0,family_sedan,advanced,0,0,0,0.0,0.0
3837,65+,male,North East,30y+,university,middle_class,0.783,1.0,after_2020,1.0,0.0,54321,7106.0,family_sedan,advanced,0,0,0,0.0,0.0
3838,65+,male,Wales,20-29y,university,upper_class,0.909,0.0,before_2010,1.0,0.0,45678,6576.0,small_hatchback,standard,0,0,0,0.0,0.0
3839,16-25,male,North East,0-2y,university,working_class,0.543,1.0,2016-2020,0.0,0.0,32765,1562.0,sports_car,advanced,2,0,1,0.0,0.0
3840,65+,female,North East,20-29y,high_school,working_class,0.556,1.0,2016-2020,1.0,0.0,32765,3860.0,family_sedan,basic,2,0,0,0.0,0.0
3841,16-25,male,South East,0-2y,university,working_class,0.365,1.0,2016-2020,0.0,0.0,32765,3503.0,sports_car,standard,2,0,2,0.0,0.0
3842,16-25,female,North West,0-2y,university,working_class,0.526,1.0,2016-2020,0.0,0.0,45678,5350.0,small_hatchback,standard,2,0,1,0.0,0.0
3843,26-39,male,Scotland,10-19y,high_school,poverty,0.093,1.0,before_2010,0.0,0.0,67890,9520.0,small_hatchback,standard,1,0,0,0.0,0.0
3844,40-64,male,Wales,10-19y,high_school,upper_class,0.789,1.0,2016-2020,1.0,1.0,45678,13536.0,family_sedan,standard,0,0,0,0.0,0.0
3845,40-64,female,Yorkshire,20-29y,postgraduate,middle_class,0.672,1.0,2010-2015,0.0,1.0,32765,6101.0,luxury_sedan,advanced,0,0,0,0.0,0.0
3846,40-64,male,East Midlands,20-29y,none,middle_class,0.816,1.0,2016-2020,0.0,1.0,32765,6233.0,suv,advanced,0,0,1,0.0,0.0
3847,26-39,female,East Anglia,10-19y,university,poverty,0.159,1.0,2016-2020,0.0,1.0,54321,8916.0,small_hatchback,standard,1,0,0,0.0,0.0
3848,26-39,female,North West,0-9y,university,middle_class,0.605,1.0,before_2010,0.0,0.0,67890,7002.0,sports_car,advanced,0,1,0,0.0,0.0
3849,26-39,male,Yorkshire,10-19y,university,upper_class,0.901,1.0,before_2010,1.0,0.0,54321,8153.0,suv,standard,0,0,0,0.0,0.0
3850,40-64,female,Wales,20-29y,university,middle_class,0.725,1.0,2016-2020,0.0,0.0,54321,8539.0,luxury_sedan,advanced,0,0,0,0.0,0.0
3851,40-64,female,London,10-19y,postgraduate,upper_class,0.793,1.0,2010-2015,1.0,0.0,32765,4712.0,small_hatchback,standard,0,0,0,1.0,390.17
3852,26-39,male,Scotland,10-19y,postgraduate,working_class,0.304,1.0,2010-2015,1.0,1.0,45678,9827.0,sports_car,basic,0,0,1,0.0,0.0
3853,40-64,female,East Anglia,20-29y,postgraduate,middle_class,0.707,1.0,2010-2015,0.0,0.0,10238,4298.0,luxury_sedan,standard,0,0,0,0.0,0.0
3854,26-39,male,Wales,10-19y,high_school,working_class,0.571,1.0,before_2010,1.0,0.0,78901,6553.0,suv,advanced,0,0,0,0.0,0.0
3855,40-64,male,East Midlands,20-29y,high_school,middle_class,0.473,1.0,2010-2015,0.0,1.0,78901,5933.0,suv,standard,0,0,0,0.0,0.0
3856,26-39,male,North East,0-9y,high_school,poverty,0.181,1.0,2016-2020,1.0,1.0,54321,7804.0,sports_car,basic,0,0,0,0.0,0.0
3857,40-64,female,West Midlands,10-19y,high_school,poverty,0.182,1.0,2016-2020,1.0,1.0,67890,11116.0,suv,advanced,0,0,0,0.0,0.0
3858,26-39,male,North East,10-19y,high_school,working_class,0.391,1.0,2010-2015,1.0,1.0,67890,9471.0,family_sedan,advanced,0,1,0,0.0,0.0
3859,65+,female,East Anglia,30y+,postgraduate,middle_class,0.733,1.0,before_2010,1.0,1.0,45678,3765.0,family_sedan,advanced,0,0,1,0.0,0.0
3860,40-64,male,Wales,20-29y,high_school,working_class,0.324,1.0,2010-2015,0.0,0.0,67890,9861.0,family_sedan,basic,0,0,1,0.0,0.0
3861,40-64,male,East Midlands,20-29y,university,upper_class,0.919,1.0,after_2020,1.0,1.0,54321,6389.0,family_sedan,standard,0,0,1,0.0,0.0
3862,40-64,male,Yorkshire,10-19y,postgraduate,poverty,0.241,0.0,before_2010,1.0,0.0,32765,7962.0,family_sedan,standard,0,0,0,0.0,0.0
3863,26-39,male,Yorkshire,10-19y,university,upper_class,0.714,1.0,2010-2015,0.0,0.0,67890,10861.0,small_hatchback,basic,2,0,0,0.0,0.0
3864,40-64,male,London,10-19y,high_school,working_class,0.27,0.0,after_2020,0.0,1.0,54321,4986.0,family_sedan,basic,1,0,0,0.0,0.0
3865,16-25,female,East Anglia,0-2y,university,working_class,0.617,1.0,after_2020,0.0,0.0,45678,7821.0,small_hatchback,basic,1,0,0,0.0,0.0
3866,26-39,male,Scotland,0-9y,university,middle_class,0.884,1.0,2010-2015,1.0,1.0,78901,10197.0,suv,standard,0,0,0,1.0,413.03
3867,26-39,female,London,10-19y,university,middle_class,0.635,1.0,before_2010,1.0,1.0,67890,6023.0,suv,standard,0,0,0,0.0,0.0
3868,16-25,female,West Midlands,0-2y,postgraduate,middle_class,0.57,1.0,after_2020,0.0,0.0,45678,6025.0,sports_car,basic,2,0,3,1.0,911.84
3869,40-64,male,Scotland,20-29y,postgraduate,upper_class,0.919,1.0,before_2010,1.0,1.0,67890,5780.0,family_sedan,standard,1,0,0,0.0,0.0
3870,26-39,female,Scotland,10-19y,university,upper_class,0.771,1.0,before_2010,1.0,1.0,54321,3798.0,sports_car,standard,0,0,0,0.0,0.0
3871,40-64,female,South East,10-19y,high_school,middle_class,0.379,1.0,after_2020,1.0,0.0,67890,8282.0,family_sedan,standard,0,0,0,0.0,0.0
3872,26-39,female,West Midlands,0-9y,none,middle_class,0.703,1.0,after_2020,1.0,1.0,78901,6835.0,small_hatchback,basic,0,0,0,0.0,0.0
3873,65+,female,East Midlands,30y+,university,middle_class,0.893,1.0,2010-2015,1.0,0.0,78901,500.0,luxury_sedan,advanced,1,0,0,0.0,0.0
3874,26-39,male,Scotland,10-19y,high_school,upper_class,0.56,1.0,2010-2015,1.0,1.0,45678,5271.0,suv,standard,1,0,0,0.0,0.0
3875,65+,male,South West,30y+,university,middle_class,0.825,1.0,2016-2020,1.0,0.0,32765,3944.0,suv,standard,0,0,0,0.0,0.0
3876,16-25,female,London,3-5y,postgraduate,middle_class,0.838,1.0,after_2020,0.0,0.0,78901,11712.0,small_hatchback,standard,0,0,0,0.0,0.0
3877,65+,male,South East,20-29y,high_school,working_class,0.348,0.0,2010-2015,0.0,0.0,32765,2712.0,family_sedan,standard,0,0,1,0.0,0.0
3878,26-39,female,South East,0-9y,high_school,working_class,0.759,1.0,before_2010,0.0,0.0,10238,8241.0,suv,standard,0,1,0,0.0,0.0
3879,26-39,female,North West,10-19y,high_school,working_class,0.44,1.0,before_2010,1.0,1.0,54321,2985.0,small_hatchback,advanced,0,0,0,1.0,4238.21
3880,40-64,male,West Midlands,20-29y,high_school,middle_class,0.895,1.0,2016-2020,0.0,1.0,45678,6005.0,family_sedan,advanced,0,0,1,0.0,0.0
3881,40-64,female,London,20-29y,postgraduate,middle_class,0.73,0.0,before_2010,0.0,0.0,32765,7384.0,small_hatchback,basic,1,0,0,0.0,0.0
3882,26-39,female,South West,10-19y,high_school,upper_class,0.522,1.0,2010-2015,1.0,1.0,67890,5439.0,suv,advanced,0,0,1,0.0,0.0
3883,26-39,male,Wales,10-19y,university,poverty,0.307,1.0,2016-2020,0.0,0.0,10238,5328.0,family_sedan,standard,0,0,0,1.0,827.08
3884,40-64,male,North West,20-29y,postgraduate,working_class,0.42,1.0,before_2010,1.0,0.0,32765,4998.0,family_sedan,basic,0,0,0,0.0,0.0
3885,26-39,male,South West,10-19y,high_school,poverty,0.245,1.0,2010-2015,0.0,0.0,54321,10814.0,small_hatchback,standard,1,0,0,0.0,0.0
3886,40-64,male,Wales,10-19y,postgraduate,middle_class,0.625,1.0,2016-2020,0.0,0.0,54321,7245.0,family_sedan,standard,0,0,2,0.0,0.0
3887,40-64,male,Wales,20-29y,postgraduate,middle_class,0.731,1.0,after_2020,1.0,1.0,67890,7042.0,suv,advanced,1,0,0,0.0,0.0
3888,26-39,female,West Midlands,10-19y,university,working_class,0.616,1.0,after_2020,1.0,1.0,32765,6807.0,family_sedan,basic,0,0,0,0.0,0.0
3889,40-64,male,South West,20-29y,none,working_class,0.558,1.0,before_2010,0.0,1.0,10238,5374.0,luxury_sedan,standard,0,0,0,0.0,0.0
3890,40-64,female,London,20-29y,university,middle_class,0.626,1.0,2016-2020,0.0,0.0,67890,4078.0,suv,advanced,0,0,0,0.0,0.0
3891,26-39,male,East Midlands,0-9y,university,poverty,0.215,1.0,2016-2020,0.0,0.0,10238,6551.0,small_hatchback,basic,0,0,1,0.0,0.0
3892,40-64,male,West Midlands,20-29y,high_school,working_class,0.674,1.0,2010-2015,1.0,1.0,10238,2209.0,luxury_sedan,advanced,0,0,0,0.0,0.0
3893,26-39,male,Yorkshire,10-19y,university,middle_class,0.829,1.0,2016-2020,1.0,1.0,45678,5766.0,luxury_sedan,standard,0,0,1,0.0,0.0
3894,65+,male,Wales,30y+,high_school,upper_class,0.776,1.0,2016-2020,1.0,1.0,10238,2788.0,small_hatchback,standard,1,0,0,0.0,0.0
3895,65+,male,East Midlands,30y+,postgraduate,middle_class,0.685,1.0,before_2010,1.0,0.0,78901,6296.0,suv,basic,0,0,0,0.0,0.0
3896,26-39,female,West Midlands,10-19y,university,upper_class,0.936,1.0,2016-2020,1.0,1.0,45678,2636.0,small_hatchback,standard,0,0,0,0.0,0.0
3897,40-64,male,North East,20-29y,postgraduate,poverty,0.543,1.0,2010-2015,1.0,0.0,67890,8761.0,family_sedan,basic,0,0,0,0.0,0.0
3898,26-39,female,South West,0-9y,university,middle_class,0.637,1.0,2010-2015,1.0,0.0,78901,7848.0,family_sedan,standard,1,0,0,0.0,0.0
3899,26-39,female,North West,10-19y,university,middle_class,0.561,1.0,2016-2020,1.0,1.0,67890,5877.0,sports_car,basic,0,0,0,0.0,0.0
3900,40-64,male,North West,20-29y,high_school,middle_class,0.64,0.0,2010-2015,1.0,0.0,78901,8291.0,family_sedan,standard,1,0,0,0.0,0.0
3901,16-25,male,East Anglia,3-5y,postgraduate,middle_class,0.578,1.0,before_2010,0.0,0.0,78901,5793.0,small_hatchback,standard,1,0,0,0.0,0.0
3902,40-64,female,Yorkshire,20-29y,university,middle_class,0.757,1.0,2010-2015,0.0,0.0,78901,4326.0,luxury_sedan,standard,0,0,0,0.0,0.0
3903,26-39,female,North East,0-9y,postgraduate,working_class,0.557,1.0,before_2010,1.0,1.0,78901,10281.0,small_hatchback,standard,0,0,0,0.0,0.0
3904,40-64,female,North West,20-29y,high_school,middle_class,0.616,1.0,before_2010,1.0,1.0,10238,3750.0,small_hatchback,standard,1,0,0,0.0,0.0
3905,26-39,male,West Midlands,0-9y,high_school,working_class,0.758,1.0,2010-2015,0.0,0.0,10238,6828.0,sports_car,standard,0,0,0,0.0,0.0
3906,26-39,male,North West,10-19y,university,working_class,0.433,0.0,before_2010,0.0,0.0,54321,4573.0,sports_car,advanced,0,1,0,0.0,0.0
3907,26-39,female,Scotland,10-19y,postgraduate,upper_class,0.605,1.0,2016-2020,0.0,0.0,32765,8772.0,small_hatchback,standard,0,0,0,0.0,0.0
3908,16-25,female,South East,0-2y,high_school,middle_class,0.819,0.0,2010-2015,0.0,0.0,32765,2516.0,small_hatchback,standard,0,0,0,0.0,0.0
3909,40-64,male,South East,20-29y,university,working_class,0.729,1.0,after_2020,1.0,0.0,32765,2689.0,family_sedan,advanced,0,0,0,0.0,0.0
3910,26-39,male,South West,10-19y,university,upper_class,0.868,1.0,before_2010,1.0,1.0,10238,10024.0,suv,standard,0,0,0,0.0,0.0
3911,40-64,female,South East,20-29y,high_school,upper_class,0.642,1.0,2010-2015,1.0,1.0,54321,3459.0,suv,advanced,1,0,0,0.0,0.0
3912,26-39,female,East Anglia,0-9y,university,working_class,0.834,1.0,before_2010,0.0,0.0,54321,5222.0,suv,basic,0,0,1,0.0,0.0
3913,40-64,female,South East,20-29y,postgraduate,working_class,0.958,1.0,2016-2020,1.0,0.0,10238,7896.0,family_sedan,basic,0,0,0,0.0,0.0
