date,region,weather_condition,traffic_baseline,visibility_meters
2025-06-25,East Anglia,Clear,Heavy,10000
2025-06-26,East Anglia,Clear,Heavy,10000
2025-06-27,East Anglia,Clear,Gridlock,10000
2025-06-28,East Anglia,Rain,Moderate,999
2025-06-29,East Anglia,Clear,Light,10000
2025-06-30,East Anglia,Clear,Heavy,10000
2025-07-01,East Anglia,Clear,Heavy,10000
2025-07-02,East Anglia,Clear,Heavy,10000
2025-07-03,East Anglia,Clear,Gridlock,10000
2025-07-04,East Anglia,Clear,Heavy,10000
2025-07-05,East Anglia,Clear,Moderate,10000
2025-07-06,East Anglia,Clear,Moderate,10000
2025-07-07,East Anglia,Storm,Heavy,2780
2025-07-08,East Anglia,Clear,Moderate,10000
2025-07-09,East Anglia,Clear,Heavy,10000
2025-07-10,East Anglia,Rain,Heavy,2637
2025-07-11,East Anglia,Clear,Heavy,10000
2025-07-12,East Anglia,Storm,Heavy,2267
2025-07-13,East Anglia,Rain,Moderate,4433
2025-07-14,East Anglia,Clear,Heavy,10000
2025-07-15,East Anglia,Clear,Heavy,10000
2025-07-16,East Anglia,Fog,Moderate,3766
2025-07-17,East Anglia,Clear,Heavy,10000
2025-07-18,East Anglia,Storm,Moderate,967
2025-07-19,East Anglia,Clear,Moderate,10000
2025-07-20,East Anglia,Clear,Light,10000
2025-07-21,East Anglia,Rain,Heavy,4238
2025-07-22,East Anglia,Fog,Moderate,4579
2025-07-23,East Anglia,Rain,Heavy,256
2025-07-24,East Anglia,Rain,Gridlock,2740
2025-07-25,East Anglia,Clear,Gridlock,10000
2025-07-26,East Anglia,Rain,Moderate,994
2025-07-27,East Anglia,Clear,Heavy,10000
2025-07-28,East Anglia,Clear,Heavy,10000
2025-07-29,East Anglia,Clear,Moderate,10000
2025-07-30,East Anglia,Clear,Heavy,10000
2025-07-31,East Anglia,Clear,Heavy,10000
2025-08-01,East Anglia,Rain,Gridlock,4975
2025-08-02,East Anglia,Clear,Moderate,10000
2025-08-03,East Anglia,Storm,Moderate,2252
2025-08-04,East Anglia,Rain,Heavy,4324
2025-08-05,East Anglia,Clear,Gridlock,10000
2025-08-06,East Anglia,Clear,Gridlock,10000
2025-08-07,East Anglia,Clear,Gridlock,10000
2025-08-08,East Anglia,Clear,Heavy,10000
2025-08-09,East Anglia,Clear,Heavy,10000
2025-08-10,East Anglia,Rain,Moderate,974
2025-08-11,East Anglia,Clear,Heavy,10000
2025-08-12,East Anglia,Clear,Heavy,10000
2025-08-13,East Anglia,Clear,Heavy,10000
2025-08-14,East Anglia,Clear,Moderate,10000
2025-08-15,East Anglia,Clear,Moderate,10000
2025-08-16,East Anglia,Storm,Moderate,633
2025-08-17,East Anglia,Clear,Light,10000
2025-08-18,East Anglia,Rain,Heavy,953
2025-08-19,East Anglia,Clear,Moderate,10000
2025-08-20,East Anglia,Rain,Heavy,686
2025-08-21,East Anglia,Clear,Gridlock,10000
2025-08-22,East Anglia,Clear,Gridlock,10000
2025-08-23,East Anglia,Rain,Light,1929
2025-08-24,East Anglia,Clear,Light,10000
2025-08-25,East Anglia,Clear,Heavy,10000
2025-08-26,East Anglia,Clear,Gridlock,10000
2025-08-27,East Anglia,Clear,Heavy,10000
2025-08-28,East Anglia,Clear,Moderate,10000
2025-08-29,East Anglia,Clear,Heavy,10000
2025-08-30,East Anglia,Clear,Light,10000
2025-08-31,East Anglia,Clear,Light,10000
2025-09-01,East Anglia,Fog,Moderate,275
2025-09-02,East Anglia,Rain,Heavy,737
2025-09-03,East Anglia,Rain,Gridlock,2203
2025-09-04,East Anglia,Clear,Heavy,10000
2025-09-05,East Anglia,Fog,Gridlock,2490
2025-09-06,East Anglia,Storm,Light,894
2025-09-07,East Anglia,Rain,Light,3159
2025-09-08,East Anglia,Fog,Heavy,276
2025-09-09,East Anglia,Rain,Moderate,1880
2025-09-10,East Anglia,Rain,Heavy,2927
2025-09-11,East Anglia,Storm,Gridlock,2082
2025-09-12,East Anglia,Clear,Heavy,10000
2025-09-13,East Anglia,Rain,Light,1680
2025-09-14,East Anglia,Rain,Heavy,2942
2025-09-15,East Anglia,Rain,Moderate,1495
2025-09-16,East Anglia,Fog,Moderate,1716
2025-09-17,East Anglia,Clear,Gridlock,10000
2025-09-18,East Anglia,Clear,Gridlock,10000
2025-09-19,East Anglia,Storm,Heavy,2103
2025-09-20,East Anglia,Clear,Moderate,10000
2025-09-21,East Anglia,Clear,Light,10000
2025-09-22,East Anglia,Rain,Gridlock,3958
2025-09-23,East Anglia,Clear,Heavy,10000
2025-09-24,East Anglia,Clear,Heavy,10000
2025-09-25,East Anglia,Fog,Heavy,3527
2025-09-26,East Anglia,Rain,Heavy,3035
2025-09-27,East Anglia,Rain,Moderate,2814
2025-09-28,East Anglia,Clear,Light,10000
2025-09-29,East Anglia,Rain,Moderate,3179
2025-09-30,East Anglia,Clear,Gridlock,10000
2025-10-01,East Anglia,Storm,Heavy,364
2025-10-02,East Anglia,Clear,Gridlock,10000
2025-10-03,East Anglia,Rain,Heavy,1774
2025-10-04,East Anglia,Clear,Light,10000
2025-10-05,East Anglia,Rain,Moderate,920
2025-10-06,East Anglia,Storm,Heavy,1167
2025-10-07,East Anglia,Rain,Heavy,1697
2025-10-08,East Anglia,Clear,Heavy,10000
2025-10-09,East Anglia,Rain,Gridlock,2811
2025-10-10,East Anglia,Rain,Moderate,2481
2025-10-11,East Anglia,Clear,Moderate,10000
2025-10-12,East Anglia,Rain,Moderate,3122
2025-10-13,East Anglia,Rain,Heavy,3841
2025-10-14,East Anglia,Clear,Moderate,10000
2025-10-15,East Anglia,Rain,Moderate,3001
2025-10-16,East Anglia,Clear,Moderate,10000
2025-10-17,East Anglia,Clear,Gridlock,10000
2025-10-18,East Anglia,Clear,Moderate,10000
2025-10-19,East Anglia,Clear,Moderate,10000
2025-10-20,East Anglia,Clear,Heavy,10000
2025-10-21,East Anglia,Rain,Gridlock,4535
2025-10-22,East Anglia,Clear,Heavy,10000
2025-10-23,East Anglia,Rain,Heavy,1306
2025-10-24,East Anglia,Clear,Heavy,10000
2025-10-25,East Anglia,Clear,Light,10000
2025-10-26,East Anglia,Clear,Light,10000
2025-10-27,East Anglia,Rain,Heavy,1079
2025-10-28,East Anglia,Rain,Heavy,4083
2025-10-29,East Anglia,Rain,Heavy,3847
2025-10-30,East Anglia,Clear,Heavy,10000
2025-10-31,East Anglia,Storm,Moderate,3409
2025-11-01,East Anglia,Rain,Light,2797
2025-11-02,East Anglia,Storm,Light,1428
2025-11-03,East Anglia,Clear,Heavy,10000
2025-11-04,East Anglia,Fog,Moderate,2913
2025-11-05,East Anglia,Fog,Gridlock,4617
2025-11-06,East Anglia,Clear,Gridlock,10000
2025-11-07,East Anglia,Clear,Moderate,10000
2025-11-08,East Anglia,Clear,Moderate,10000
2025-11-09,East Anglia,Clear,Heavy,10000
2025-11-10,East Anglia,Rain,Heavy,1323
2025-11-11,East Anglia,Clear,Moderate,10000
2025-11-12,East Anglia,Storm,Heavy,3131
2025-11-13,East Anglia,Clear,Heavy,10000
2025-11-14,East Anglia,Clear,Gridlock,10000
2025-11-15,East Anglia,Rain,Light,4250
2025-11-16,East Anglia,Rain,Light,2448
2025-11-17,East Anglia,Clear,Heavy,10000
2025-11-18,East Anglia,Clear,Heavy,10000
2025-11-19,East Anglia,Clear,Heavy,10000
2025-11-20,East Anglia,Rain,Gridlock,4294
2025-11-21,East Anglia,Rain,Gridlock,3847
2025-11-22,East Anglia,Clear,Light,10000
2025-11-23,East Anglia,Clear,Moderate,10000
2025-11-24,East Anglia,Storm,Moderate,1024
2025-11-25,East Anglia,Rain,Moderate,938
2025-11-26,East Anglia,Clear,Heavy,10000
2025-11-27,East Anglia,Clear,Heavy,10000
2025-11-28,East Anglia,Clear,Heavy,10000
2025-11-29,East Anglia,Clear,Moderate,10000
2025-11-30,East Anglia,Rain,Moderate,3673
2025-12-01,East Anglia,Rain,Heavy,1058
2025-12-02,East Anglia,Clear,Heavy,10000
2025-12-03,East Anglia,Fog,Moderate,1766
2025-12-04,East Anglia,Rain,Moderate,1310
2025-12-05,East Anglia,Rain,Heavy,2849
2025-12-06,East Anglia,Fog,Moderate,2916
2025-12-07,East Anglia,Rain,Moderate,4989
2025-12-08,East Anglia,Fog,Heavy,781
2025-12-09,East Anglia,Storm,Heavy,3856
2025-12-10,East Anglia,Fog,Heavy,4819
2025-12-11,East Anglia,Clear,Moderate,10000
2025-12-12,East Anglia,Rain,Heavy,4697
2025-12-13,East Anglia,Storm,Moderate,4906
2025-12-14,East Anglia,Rain,Light,4550
2025-12-15,East Anglia,Rain,Moderate,2708
2025-12-16,East Anglia,Rain,Heavy,3808
2025-12-17,East Anglia,Clear,Heavy,10000
2025-12-18,East Anglia,Clear,Gridlock,10000
2025-12-19,East Anglia,Rain,Gridlock,4308
2025-12-20,East Anglia,Clear,Light,10000
2025-12-21,East Anglia,Fog,Moderate,318
2025-12-22,East Anglia,Rain,Heavy,2772
2025-12-23,East Anglia,Clear,Heavy,10000
2025-12-24,East Anglia,Clear,Heavy,10000
2025-12-25,East Anglia,Rain,Gridlock,1035
2025-12-26,East Anglia,Rain,Moderate,4899
2025-12-27,East Anglia,Snow,Moderate,4671
2025-12-28,East Anglia,Fog,Light,4701
2025-12-29,East Anglia,Clear,Heavy,10000
2025-12-30,East Anglia,Fog,Heavy,2516
2025-12-31,East Anglia,Rain,Heavy,4577
2025-01-01,West Midlands,Clear,Heavy,10000
2025-01-02,West Midlands,Rain,Gridlock,1123
2025-01-03,West Midlands,Clear,Heavy,10000
2025-01-04,West Midlands,Rain,Moderate,2495
2025-01-05,West Midlands,Rain,Light,3957
2025-01-06,West Midlands,Rain,Moderate,4574
2025-01-07,West Midlands,Clear,Heavy,10000
2025-01-08,West Midlands,Rain,Moderate,4281
2025-01-09,West Midlands,Rain,Heavy,3608
2025-01-10,West Midlands,Clear,Gridlock,10000
2025-01-11,West Midlands,Fog,Heavy,1051
2025-01-12,West Midlands,Rain,Light,2895
2025-01-13,West Midlands,Fog,Heavy,2830
2025-01-14,West Midlands,Rain,Heavy,2760
2025-01-15,West Midlands,Fog,Heavy,1707
2025-01-16,West Midlands,Clear,Moderate,10000
2025-01-17,West Midlands,Fog,Heavy,3267
2025-01-18,West Midlands,Clear,Moderate,10000
2025-01-19,West Midlands,Rain,Heavy,1079
2025-01-20,West Midlands,Rain,Moderate,4980
2025-01-21,West Midlands,Fog,Heavy,1525
2025-01-22,West Midlands,Clear,Heavy,10000
2025-01-23,West Midlands,Fog,Gridlock,3412
2025-01-24,West Midlands,Fog,Heavy,2856
2025-01-25,West Midlands,Rain,Heavy,2173
2025-01-26,West Midlands,Rain,Moderate,890
2025-01-27,West Midlands,Clear,Heavy,10000
2025-01-28,West Midlands,Clear,Heavy,10000
2025-01-29,West Midlands,Rain,Heavy,3021
2025-01-30,West Midlands,Clear,Heavy,10000
2025-01-31,West Midlands,Rain,Heavy,3611
2025-02-01,West Midlands,Clear,Light,10000
2025-02-02,West Midlands,Clear,Light,10000
2025-02-03,West Midlands,Rain,Heavy,1851
2025-02-04,West Midlands,Clear,Moderate,10000
2025-02-05,West Midlands,Fog,Gridlock,3842
2025-02-06,West Midlands,Clear,Gridlock,10000
2025-02-07,West Midlands,Fog,Heavy,3116
2025-02-08,West Midlands,Clear,Moderate,10000
2025-02-09,West Midlands,Rain,Light,1931
2025-02-10,West Midlands,Fog,Heavy,4636
2025-02-11,West Midlands,Rain,Moderate,125
2025-02-12,West Midlands,Rain,Heavy,4972
2025-02-13,West Midlands,Rain,Heavy,1952
2025-02-14,West Midlands,Rain,Moderate,2109
2025-02-15,West Midlands,Rain,Light,4398
2025-02-16,West Midlands,Rain,Light,569
2025-02-17,West Midlands,Fog,Moderate,2893
2025-02-18,West Midlands,Clear,Heavy,10000
2025-02-19,West Midlands,Rain,Heavy,1019
2025-02-20,West Midlands,Rain,Gridlock,1454
2025-02-21,West Midlands,Rain,Heavy,4373
2025-02-22,West Midlands,Rain,Moderate,4606
2025-02-23,West Midlands,Rain,Moderate,2124
2025-02-24,West Midlands,Fog,Heavy,4983
2025-02-25,West Midlands,Rain,Heavy,4369
2025-02-26,West Midlands,Rain,Moderate,3989
2025-02-27,West Midlands,Rain,Heavy,2131
2025-02-28,West Midlands,Clear,Heavy,10000
2025-03-01,West Midlands,Clear,Moderate,10000
2025-03-02,West Midlands,Fog,Light,3456
2025-03-03,West Midlands,Fog,Heavy,437
2025-03-04,West Midlands,Clear,Moderate,10000
2025-03-05,West Midlands,Rain,Heavy,327
2025-03-06,West Midlands,Rain,Heavy,4763
2025-03-07,West Midlands,Rain,Moderate,539
2025-03-08,West Midlands,Rain,Moderate,2538
2025-03-09,West Midlands,Rain,Moderate,1680
2025-03-10,West Midlands,Rain,Heavy,1957
2025-03-11,West Midlands,Rain,Heavy,193
2025-03-12,West Midlands,Rain,Moderate,976
2025-03-13,West Midlands,Rain,Gridlock,936
2025-03-14,West Midlands,Clear,Heavy,10000
2025-03-15,West Midlands,Rain,Light,3842
2025-03-16,West Midlands,Fog,Heavy,370
2025-03-17,West Midlands,Rain,Heavy,1181
2025-03-18,West Midlands,Clear,Heavy,10000
2025-03-19,West Midlands,Clear,Gridlock,10000
2025-03-20,West Midlands,Clear,Moderate,10000
2025-03-21,West Midlands,Fog,Gridlock,4801
2025-03-22,West Midlands,Clear,Light,10000
2025-03-23,West Midlands,Clear,Light,10000
2025-03-24,West Midlands,Clear,Heavy,10000
2025-03-25,West Midlands,Storm,Heavy,1065
2025-03-26,West Midlands,Rain,Heavy,4566
2025-03-27,West Midlands,Rain,Heavy,234
2025-03-28,West Midlands,Fog,Moderate,4481
2025-03-29,West Midlands,Clear,Light,10000
2025-03-30,West Midlands,Storm,Light,4733
2025-03-31,West Midlands,Clear,Heavy,10000
2025-04-01,West Midlands,Fog,Gridlock,4205
2025-04-02,West Midlands,Rain,Heavy,3529
2025-04-03,West Midlands,Rain,Heavy,4714
2025-04-04,West Midlands,Storm,Moderate,2710
2025-04-05,West Midlands,Rain,Moderate,329
2025-04-06,West Midlands,Clear,Moderate,10000
2025-04-07,West Midlands,Fog,Moderate,4819
2025-04-08,West Midlands,Storm,Heavy,4181
2025-04-09,West Midlands,Storm,Heavy,2736
2025-04-10,West Midlands,Rain,Gridlock,2826
2025-04-11,West Midlands,Clear,Gridlock,10000
2025-04-12,West Midlands,Rain,Moderate,712
2025-04-13,West Midlands,Clear,Light,10000
2025-04-14,West Midlands,Clear,Heavy,10000
2025-04-15,West Midlands,Rain,Heavy,2064
2025-04-16,West Midlands,Clear,Heavy,10000
2025-04-17,West Midlands,Storm,Gridlock,2414
2025-04-18,West Midlands,Clear,Moderate,10000
2025-04-19,West Midlands,Clear,Moderate,10000
2025-04-20,West Midlands,Storm,Moderate,2206
2025-04-21,West Midlands,Fog,Heavy,2303
2025-04-22,West Midlands,Clear,Moderate,10000
2025-04-23,West Midlands,Rain,Heavy,4228
2025-04-24,West Midlands,Clear,Moderate,10000
2025-04-25,West Midlands,Fog,Gridlock,2388
2025-04-26,West Midlands,Fog,Moderate,1584
2025-04-27,West Midlands,Rain,Light,4982
2025-04-28,West Midlands,Clear,Heavy,10000
2025-04-29,West Midlands,Clear,Heavy,10000
2025-04-30,West Midlands,Clear,Moderate,10000
2025-05-01,West Midlands,Storm,Heavy,2625
2025-05-02,West Midlands,Storm,Heavy,2290
2025-05-03,West Midlands,Clear,Light,10000
2025-05-04,West Midlands,Clear,Light,10000
2025-05-05,West Midlands,Fog,Heavy,3044
2025-05-06,West Midlands,Clear,Heavy,10000
2025-05-07,West Midlands,Rain,Moderate,1694
2025-05-08,West Midlands,Clear,Gridlock,10000
2025-05-09,West Midlands,Rain,Gridlock,220
2025-05-10,West Midlands,Clear,Light,10000
2025-05-11,West Midlands,Clear,Light,10000
2025-05-12,West Midlands,Rain,Gridlock,2308
2025-05-13,West Midlands,Clear,Heavy,10000
2025-05-14,West Midlands,Rain,Heavy,4040
2025-05-15,West Midlands,Rain,Heavy,4356
2025-05-16,West Midlands,Fog,Gridlock,4112
2025-05-17,West Midlands,Clear,Light,10000
2025-05-18,West Midlands,Clear,Heavy,10000
2025-05-19,West Midlands,Rain,Heavy,2999
2025-05-20,West Midlands,Clear,Heavy,10000
2025-05-21,West Midlands,Rain,Gridlock,4473
2025-05-22,West Midlands,Rain,Heavy,425
2025-05-23,West Midlands,Clear,Gridlock,10000
2025-05-24,West Midlands,Storm,Moderate,1943
2025-05-25,West Midlands,Rain,Light,1702
2025-05-26,West Midlands,Rain,Heavy,4865
2025-05-27,West Midlands,Clear,Heavy,10000
2025-05-28,West Midlands,Rain,Heavy,4405
2025-05-29,West Midlands,Clear,Heavy,10000
2025-05-30,West Midlands,Rain,Heavy,2526
2025-05-31,West Midlands,Clear,Moderate,10000
2025-06-01,West Midlands,Storm,Light,1127
2025-06-02,West Midlands,Clear,Moderate,10000
2025-06-03,West Midlands,Clear,Moderate,10000
2025-06-04,West Midlands,Clear,Moderate,10000
2025-06-05,West Midlands,Clear,Gridlock,10000
2025-06-06,West Midlands,Rain,Heavy,996
2025-06-07,West Midlands,Clear,Moderate,10000
2025-06-08,West Midlands,Clear,Light,10000
2025-06-09,West Midlands,Clear,Heavy,10000
2025-06-10,West Midlands,Clear,Heavy,10000
2025-06-11,West Midlands,Clear,Moderate,10000
2025-06-12,West Midlands,Clear,Heavy,10000
2025-06-13,West Midlands,Clear,Moderate,10000
2025-06-14,West Midlands,Rain,Light,1261
2025-06-15,West Midlands,Clear,Moderate,10000
2025-06-16,West Midlands,Clear,Moderate,10000
2025-06-17,West Midlands,Clear,Heavy,10000
2025-06-18,West Midlands,Rain,Heavy,3886
2025-06-19,West Midlands,Clear,Heavy,10000
2025-06-20,West Midlands,Clear,Heavy,10000
2025-06-21,West Midlands,Clear,Light,10000
2025-06-22,West Midlands,Clear,Moderate,10000
2025-06-23,West Midlands,Clear,Gridlock,10000
2025-06-24,West Midlands,Clear,Heavy,10000
2025-06-25,West Midlands,Clear,Heavy,10000
2025-06-26,West Midlands,Clear,Heavy,10000
2025-06-27,West Midlands,Clear,Heavy,10000
2025-06-28,West Midlands,Rain,Heavy,742
2025-06-29,West Midlands,Clear,Moderate,10000
2025-06-30,West Midlands,Clear,Gridlock,10000
2025-07-01,West Midlands,Clear,Heavy,10000
2025-07-02,West Midlands,Clear,Gridlock,10000
2025-07-03,West Midlands,Clear,Heavy,10000
2025-07-04,West Midlands,Storm,Moderate,2130
2025-07-05,West Midlands,Clear,Moderate,10000
2025-07-06,West Midlands,Clear,Light,10000
2025-07-07,West Midlands,Rain,Moderate,1614
2025-07-08,West Midlands,Clear,Moderate,10000
2025-07-09,West Midlands,Clear,Heavy,10000
2025-07-10,West Midlands,Clear,Moderate,10000
2025-07-11,West Midlands,Clear,Gridlock,10000
2025-07-12,West Midlands,Clear,Light,10000
2025-07-13,West Midlands,Clear,Light,10000
2025-07-14,West Midlands,Rain,Gridlock,4867
2025-07-15,West Midlands,Clear,Heavy,10000
2025-07-16,West Midlands,Clear,Heavy,10000
2025-07-17,West Midlands,Fog,Heavy,3306
2025-07-18,West Midlands,Clear,Heavy,10000
2025-07-19,West Midlands,Rain,Light,273
2025-07-20,West Midlands,Clear,Moderate,10000
2025-07-21,West Midlands,Clear,Moderate,10000
2025-07-22,West Midlands,Clear,Heavy,10000
2025-07-23,West Midlands,Rain,Heavy,1403
2025-07-24,West Midlands,Clear,Heavy,10000
2025-07-25,West Midlands,Clear,Moderate,10000
2025-07-26,West Midlands,Clear,Moderate,10000
2025-07-27,West Midlands,Clear,Moderate,10000
2025-07-28,West Midlands,Clear,Gridlock,10000
2025-07-29,West Midlands,Storm,Gridlock,4136
2025-07-30,West Midlands,Clear,Heavy,10000
2025-07-31,West Midlands,Clear,Moderate,10000
2025-08-01,West Midlands,Clear,Heavy,10000
2025-08-02,West Midlands,Storm,Light,1066
2025-08-03,West Midlands,Fog,Moderate,4371
2025-08-04,West Midlands,Clear,Heavy,10000
2025-08-05,West Midlands,Clear,Moderate,10000
2025-08-06,West Midlands,Fog,Gridlock,3049
2025-08-07,West Midlands,Clear,Gridlock,10000
2025-08-08,West Midlands,Storm,Heavy,1567
2025-08-09,West Midlands,Clear,Light,10000
2025-08-10,West Midlands,Clear,Heavy,10000
2025-08-11,West Midlands,Clear,Gridlock,10000
2025-08-12,West Midlands,Clear,Heavy,10000
2025-08-13,West Midlands,Clear,Moderate,10000
2025-08-14,West Midlands,Clear,Heavy,10000
2025-08-15,West Midlands,Clear,Heavy,10000
2025-08-16,West Midlands,Clear,Light,10000
2025-08-17,West Midlands,Clear,Light,10000
2025-08-18,West Midlands,Clear,Moderate,10000
2025-08-19,West Midlands,Storm,Heavy,3553
2025-08-20,West Midlands,Clear,Heavy,10000
2025-08-21,West Midlands,Clear,Moderate,10000
2025-08-22,West Midlands,Clear,Heavy,10000
2025-08-23,West Midlands,Clear,Light,10000
2025-08-24,West Midlands,Clear,Moderate,10000
2025-08-25,West Midlands,Clear,Heavy,10000
2025-08-26,West Midlands,Clear,Gridlock,10000
2025-08-27,West Midlands,Clear,Heavy,10000
2025-08-28,West Midlands,Storm,Heavy,1801
2025-08-29,West Midlands,Clear,Heavy,10000
2025-08-30,West Midlands,Storm,Light,3396
2025-08-31,West Midlands,Clear,Moderate,10000
2025-09-01,West Midlands,Rain,Heavy,3012
2025-09-02,West Midlands,Rain,Moderate,3247
2025-09-03,West Midlands,Clear,Heavy,10000
2025-09-04,West Midlands,Clear,Heavy,10000
2025-09-05,West Midlands,Rain,Heavy,1416
2025-09-06,West Midlands,Rain,Light,4129
2025-09-07,West Midlands,Rain,Heavy,2937
2025-09-08,West Midlands,Clear,Gridlock,10000
2025-09-09,West Midlands,Fog,Gridlock,3610
2025-09-10,West Midlands,Clear,Heavy,10000
2025-09-11,West Midlands,Rain,Heavy,1425
2025-09-12,West Midlands,Clear,Heavy,10000
2025-09-13,West Midlands,Rain,Light,4458
2025-09-14,West Midlands,Clear,Light,10000
2025-09-15,West Midlands,Clear,Moderate,10000
2025-09-16,West Midlands,Fog,Heavy,1123
2025-09-17,West Midlands,Clear,Heavy,10000
2025-09-18,West Midlands,Clear,Heavy,10000
2025-09-19,West Midlands,Rain,Moderate,4441
2025-09-20,West Midlands,Rain,Light,3781
2025-09-21,West Midlands,Clear,Light,10000
2025-09-22,West Midlands,Rain,Heavy,4203
2025-09-23,West Midlands,Clear,Heavy,10000
2025-09-24,West Midlands,Clear,Heavy,10000
2025-09-25,West Midlands,Clear,Heavy,10000
2025-09-26,West Midlands,Storm,Moderate,1428
2025-09-27,West Midlands,Clear,Light,10000
2025-09-28,West Midlands,Rain,Light,1108
2025-09-29,West Midlands,Fog,Moderate,2526
2025-09-30,West Midlands,Rain,Moderate,3603
2025-10-01,West Midlands,Fog,Heavy,4868
2025-10-02,West Midlands,Rain,Heavy,2938
2025-10-03,West Midlands,Rain,Moderate,3027
2025-10-04,West Midlands,Clear,Moderate,10000
2025-10-05,West Midlands,Clear,Light,10000
2025-10-06,West Midlands,Rain,Heavy,1564
2025-10-07,West Midlands,Clear,Moderate,10000
2025-10-08,West Midlands,Rain,Heavy,2697
2025-10-09,West Midlands,Rain,Gridlock,565
2025-10-10,West Midlands,Rain,Heavy,1461
2025-10-11,West Midlands,Clear,Light,10000
2025-10-12,West Midlands,Rain,Moderate,3382
2025-10-13,West Midlands,Rain,Heavy,3891
2025-10-14,West Midlands,Fog,Moderate,3310
2025-10-15,West Midlands,Clear,Gridlock,10000
2025-10-16,West Midlands,Clear,Heavy,10000
2025-10-17,West Midlands,Fog,Heavy,2582
2025-10-18,West Midlands,Clear,Moderate,10000
2025-10-19,West Midlands,Rain,Moderate,4137
2025-10-20,West Midlands,Clear,Heavy,10000
2025-10-21,West Midlands,Rain,Gridlock,1688
2025-10-22,West Midlands,Storm,Heavy,1224
2025-10-23,West Midlands,Clear,Heavy,10000
2025-10-24,West Midlands,Fog,Moderate,848
2025-10-25,West Midlands,Storm,Light,4354
2025-10-26,West Midlands,Clear,Heavy,10000
2025-10-27,West Midlands,Rain,Heavy,3496
2025-10-28,West Midlands,Rain,Heavy,4739
2025-10-29,West Midlands,Clear,Heavy,10000
2025-10-30,West Midlands,Rain,Heavy,1540
2025-10-31,West Midlands,Rain,Gridlock,4529
2025-11-01,West Midlands,Storm,Light,4362
2025-11-02,West Midlands,Clear,Moderate,10000
2025-11-03,West Midlands,Clear,Heavy,10000
2025-11-04,West Midlands,Rain,Moderate,2402
2025-11-05,West Midlands,Clear,Heavy,10000
2025-11-06,West Midlands,Clear,Heavy,10000
2025-11-07,West Midlands,Clear,Gridlock,10000
2025-11-08,West Midlands,Fog,Light,1022
2025-11-09,West Midlands,Fog,Moderate,4042
2025-11-10,West Midlands,Storm,Moderate,2231
2025-11-11,West Midlands,Rain,Heavy,2428
2025-11-12,West Midlands,Rain,Moderate,3603
2025-11-13,West Midlands,Clear,Moderate,10000
2025-11-14,West Midlands,Clear,Heavy,10000
2025-11-15,West Midlands,Clear,Moderate,10000
2025-11-16,West Midlands,Clear,Heavy,10000
2025-11-17,West Midlands,Fog,Heavy,3847
2025-11-18,West Midlands,Fog,Moderate,4018
2025-11-19,West Midlands,Rain,Moderate,4853
2025-11-20,West Midlands,Rain,Heavy,665
2025-11-21,West Midlands,Fog,Gridlock,513
2025-11-22,West Midlands,Fog,Light,3674
2025-11-23,West Midlands,Fog,Moderate,739
2025-11-24,West Midlands,Rain,Heavy,432
2025-11-25,West Midlands,Rain,Heavy,1633
2025-11-26,West Midlands,Fog,Heavy,660
2025-11-27,West Midlands,Fog,Heavy,3374
2025-11-28,West Midlands,Storm,Moderate,2989
2025-11-29,West Midlands,Rain,Light,1123
2025-11-30,West Midlands,Clear,Light,10000
2025-12-01,West Midlands,Clear,Heavy,10000
2025-12-02,West Midlands,Fog,Heavy,3712
2025-12-03,West Midlands,Clear,Gridlock,10000
2025-12-04,West Midlands,Rain,Heavy,401
2025-12-05,West Midlands,Rain,Gridlock,1957
2025-12-06,West Midlands,Rain,Heavy,4224
2025-12-07,West Midlands,Rain,Light,1155
2025-12-08,West Midlands,Rain,Gridlock,4048
2025-12-09,West Midlands,Clear,Heavy,10000
2025-12-10,West Midlands,Clear,Heavy,10000
2025-12-11,West Midlands,Rain,Heavy,3689
2025-12-12,West Midlands,Rain,Heavy,4902
2025-12-13,West Midlands,Fog,Moderate,2731
2025-12-14,West Midlands,Rain,Light,4993
2025-12-15,West Midlands,Rain,Heavy,646
2025-12-16,West Midlands,Rain,Heavy,2690
2025-12-17,West Midlands,Storm,Heavy,3781
2025-12-18,West Midlands,Clear,Heavy,10000
2025-12-19,West Midlands,Rain,Heavy,1499
2025-12-20,West Midlands,Clear,Light,10000
2025-12-21,West Midlands,Fog,Moderate,2771
2025-12-22,West Midlands,Clear,Moderate,10000
2025-12-23,West Midlands,Clear,Heavy,10000
2025-12-24,West Midlands,Fog,Heavy,265
2025-12-25,West Midlands,Rain,Heavy,1756
2025-12-26,West Midlands,Rain,Heavy,2203
2025-12-27,West Midlands,Clear,Light,10000
2025-12-28,West Midlands,Storm,Light,2971
2025-12-29,West Midlands,Rain,Heavy,3561
2025-12-30,West Midlands,Fog,Heavy,278
2025-12-31,West Midlands,Rain,Gridlock,968
2025-01-01,North West,Fog,Moderate,875
2025-01-02,North West,Clear,Gridlock,10000
2025-01-03,North West,Rain,Heavy,4615
2025-01-04,North West,Fog,Moderate,3938
2025-01-05,North West,Snow,Light,3014
2025-01-06,North West,Rain,Gridlock,1917
2025-01-07,North West,Storm,Moderate,3319
2025-01-08,North West,Rain,Gridlock,4055
2025-01-09,North West,Storm,Gridlock,3490
2025-01-10,North West,Rain,Moderate,132
