user_id,brake_wear_pct,tyre_tread_mm,battery_soh_pct,oil_quality_pct,last_service_date
USR_26985,30.7,6.84,96.5,58.6,2025-09-10
USR_26986,46.2,7.14,95.2,25.5,2024-08-05
USR_26987,40.0,4.88,65.4,30.7,2024-07-20
USR_26988,35.2,7.3,74.0,20.6,2025-06-02
USR_26989,28.1,4.73,67.3,56.0,2025-05-20
USR_26990,62.6,3.5,87.2,67.8,2025-04-29
USR_26991,70.9,7.07,81.9,27.9,2024-06-07
USR_26992,26.5,5.78,84.1,56.2,2024-05-13
USR_26993,22.2,5.6,95.4,18.7,2025-01-29
USR_26994,27.6,3.6,87.8,61.6,2024-11-30
USR_26995,46.5,2.36,78.4,28.3,2025-02-15
USR_26996,37.5,6.61,60.8,83.5,2024-05-22
USR_26997,44.3,4.18,94.4,65.4,2024-07-25
USR_26998,59.9,2.68,100.0,91.2,2024-07-29
USR_26999,43.9,3.62,100.0,79.2,2024-04-29
USR_27000,13.6,5.23,71.2,89.2,2025-11-01
USR_27001,48.1,2.63,75.3,11.2,2024-08-19
USR_27002,40.3,4.95,91.1,42.0,2025-05-02
USR_27003,22.4,3.82,86.7,42.5,2024-02-12
USR_27004,28.2,3.09,69.7,13.5,2024-08-15
USR_27005,30.4,0.99,91.0,22.0,2025-06-30
USR_27006,12.7,3.74,77.6,41.2,2025-08-27
USR_27007,68.8,6.52,84.3,89.5,2025-03-13
USR_27008,21.8,3.12,86.0,14.6,2024-08-28
USR_27009,34.4,3.14,82.5,82.4,2024-02-18
USR_27010,23.6,3.84,91.4,66.8,2024-09-10
USR_27011,49.5,4.28,71.3,43.9,2024-10-11
USR_27012,42.8,4.04,85.5,57.4,2024-07-01
USR_27013,39.0,6.15,85.3,74.6,2025-04-07
USR_27014,29.3,3.38,84.9,76.1,2025-12-07
USR_27015,32.7,7.33,70.3,42.3,2025-11-21
USR_27016,38.3,1.99,74.2,56.5,2024-09-19
USR_27017,48.9,5.46,84.7,89.5,2024-03-14
USR_27018,35.5,3.71,99.2,11.7,2024-01-25
USR_27019,31.6,3.16,72.6,13.8,2025-03-07
USR_27020,29.9,3.14,75.0,60.6,2024-10-12
USR_27021,74.1,1.82,86.6,80.8,2025-04-01
USR_27022,35.6,0.5,76.9,38.4,2025-02-15
USR_27023,28.0,6.79,93.5,13.1,2024-10-09
USR_27024,68.9,2.01,76.0,72.1,2024-01-25
USR_27025,35.7,4.4,99.4,13.9,2025-01-24
USR_27026,30.3,4.84,87.6,10.9,2024-05-15
USR_27027,17.0,3.13,92.2,45.9,2025-04-15
USR_27028,43.8,3.6,100.0,51.7,2024-10-14
USR_27029,38.6,5.5,78.1,83.7,2025-08-24
USR_27030,39.6,6.55,92.3,17.3,2024-02-29
USR_27031,60.6,1.3,87.8,80.0,2025-06-03
USR_27032,55.5,0.5,78.5,10.1,2025-12-03
USR_27033,28.6,4.59,91.8,24.2,2024-11-18
USR_27034,30.2,5.96,100.0,26.1,2024-04-22
USR_27035,15.0,2.73,100.0,19.5,2024-01-23
USR_27036,66.2,3.25,83.5,31.6,2025-06-05
USR_27037,59.3,6.83,74.0,31.2,2025-07-04
USR_27038,43.8,1.0,79.5,24.9,2025-04-17
USR_27039,52.8,4.44,100.0,80.6,2025-11-15
USR_27040,37.6,0.5,72.2,28.6,2024-08-26
USR_27041,71.1,3.62,86.4,80.0,2024-07-17
USR_27042,44.2,3.47,87.8,67.1,2025-11-01
USR_27043,13.4,6.04,90.0,40.7,2024-11-06
USR_27044,11.1,7.17,78.7,61.8,2025-01-24
USR_27045,28.0,7.4,99.0,18.8,2024-02-22
USR_27046,50.3,2.91,96.1,47.9,2025-07-19
USR_27047,44.0,4.84,90.5,23.2,2025-08-01
USR_27048,14.6,5.34,81.5,80.9,2024-02-02
USR_27049,44.5,5.76,81.0,73.9,2025-06-19
USR_27050,26.0,4.79,87.3,11.5,2025-01-02
USR_27051,30.3,1.75,89.8,90.4,2025-09-13
USR_27052,60.0,2.06,79.6,17.1,2024-07-09
USR_27053,44.2,5.08,79.2,39.7,2025-04-04
USR_27054,56.2,3.6,87.9,42.9,2024-05-14
USR_27055,36.3,3.54,100.0,29.9,2024-05-16
USR_27056,88.5,3.66,81.9,17.2,2025-08-03
USR_27057,83.8,4.18,79.4,65.2,2025-11-20
USR_27058,52.9,4.24,83.4,30.3,2025-08-15
USR_27059,14.1,3.49,88.9,32.0,2025-04-03
USR_27060,18.1,7.49,79.4,11.7,2025-08-22
USR_27061,32.3,5.17,95.2,79.1,2025-07-25
USR_27062,32.7,0.5,92.3,60.5,2025-04-09
USR_27063,41.2,5.34,70.4,54.7,2025-07-10
USR_27064,65.3,5.57,69.7,38.9,2025-07-03
USR_27065,63.0,2.34,66.2,55.3,2024-11-01
USR_27066,19.7,4.5,91.3,20.5,2024-07-06
USR_27067,34.7,1.72,73.6,91.4,2025-06-10
USR_27068,37.9,3.53,86.6,49.9,2024-04-20
USR_27069,43.8,6.35,92.5,36.9,2025-08-21
USR_27070,43.4,2.17,90.2,19.8,2025-08-26
USR_27071,67.4,3.32,74.9,89.2,2024-01-17
USR_27072,39.4,4.65,70.6,80.2,2024-10-27
USR_27073,15.9,3.55,80.9,12.9,2024-10-02
USR_27074,14.6,4.58,87.1,44.4,2025-01-15
USR_27075,22.9,3.58,77.9,92.4,2024-07-09
USR_27076,18.8,3.28,68.7,25.9,2024-02-09
USR_27077,47.6,5.24,87.3,25.6,2025-02-01
USR_27078,41.4,3.14,76.4,39.5,2025-11-21
USR_27079,53.9,3.95,89.1,88.1,2025-05-16
USR_27080,60.5,7.19,85.1,86.3,2025-01-22
USR_27081,82.8,3.44,82.2,68.9,2024-10-27
USR_27082,23.3,4.63,84.8,31.5,2025-01-06
USR_27083,46.1,3.89,82.0,37.1,2025-10-05
USR_27084,51.4,3.82,72.1,40.5,2024-07-05
USR_27085,39.1,3.77,84.8,93.1,2025-10-29
USR_27086,52.6,4.69,77.4,82.7,2025-10-01
USR_27087,36.0,2.29,68.1,37.9,2025-10-28
USR_27088,43.9,6.57,80.0,15.4,2024-03-30
USR_27089,51.6,1.85,78.5,50.1,2025-02-10
USR_27090,29.2,1.65,80.8,67.3,2024-06-13
USR_27091,59.6,2.78,75.9,64.8,2024-09-22
USR_27092,13.9,3.81,93.8,37.2,2025-07-04
USR_27093,67.2,5.34,93.8,55.1,2025-06-05
USR_27094,23.5,5.04,85.7,43.3,2025-02-18
USR_27095,37.8,3.81,93.3,45.7,2024-11-25
USR_27096,19.0,3.67,96.1,44.5,2024-11-08
USR_27097,48.5,1.91,77.0,49.0,2024-04-18
USR_27098,56.4,0.5,78.4,66.8,2024-11-08
USR_27099,18.9,4.2,96.9,60.9,2025-07-04
USR_27100,18.0,4.75,76.1,79.7,2025-02-10
USR_27101,54.9,3.16,100.0,34.2,2024-08-26
USR_27102,21.3,4.67,94.9,77.9,2024-08-29
USR_27103,58.2,5.52,83.1,89.9,2025-11-16
USR_27104,66.8,6.63,84.6,44.3,2025-11-24
USR_27105,33.0,5.53,90.9,94.1,2024-05-03
USR_27106,49.2,3.82,71.8,33.4,2024-12-20
USR_27107,28.0,4.75,100.0,48.1,2024-12-31
USR_27108,18.0,6.5,89.4,77.3,2025-02-07
USR_27109,6.3,4.42,88.5,38.2,2025-04-20
USR_27110,29.1,3.61,87.8,75.5,2025-07-24
USR_27111,32.4,4.01,95.6,78.9,2025-02-12
USR_27112,15.6,1.78,90.2,59.6,2025-04-13
USR_27113,21.9,4.92,90.5,70.8,2024-09-14
USR_27114,46.5,3.12,71.3,22.8,2024-08-04
USR_27115,46.3,7.53,86.2,10.8,2025-05-19
USR_27116,39.5,5.07,99.8,59.9,2025-09-20
USR_27117,25.5,3.8,100.0,97.6,2025-06-16
USR_27118,43.7,1.99,96.3,83.6,2024-06-25
USR_27119,23.5,2.7,76.4,44.6,2025-05-31
USR_27120,24.3,5.95,81.0,76.7,2024-06-09
USR_27121,22.8,7.78,90.2,88.7,2024-03-11
USR_27122,33.1,5.08,83.9,99.0,2024-06-03
USR_27123,35.2,6.28,97.9,56.0,2024-08-10
USR_27124,16.2,4.14,73.6,63.0,2025-03-08
USR_27125,49.8,5.5,78.9,17.6,2024-03-13
USR_27126,50.1,4.75,73.1,97.2,2024-08-04
USR_27127,43.2,2.51,65.3,52.1,2024-08-02
USR_27128,50.2,3.98,82.8,47.9,2024-02-07
USR_27129,55.9,4.52,80.4,56.2,2024-06-09
USR_27130,25.7,5.16,100.0,30.4,2025-05-08
USR_27131,63.3,4.83,81.2,93.9,2025-06-17
USR_27132,21.5,3.55,100.0,37.2,2024-03-26
USR_27133,14.5,4.65,77.9,34.8,2024-10-11
USR_27134,33.9,4.05,100.0,88.6,2024-10-27
USR_27135,43.5,4.22,70.6,36.9,2025-03-24
USR_27136,64.1,3.87,66.8,54.6,2025-09-22
USR_27137,79.3,1.83,66.3,40.5,2024-09-30
USR_27138,27.3,1.77,85.7,55.5,2024-08-20
USR_27139,12.6,4.08,75.1,94.7,2025-11-20
USR_27140,30.4,4.65,100.0,49.8,2024-11-04
USR_27141,11.5,4.09,100.0,61.9,2024-09-04
USR_27142,23.5,4.39,89.9,73.6,2025-06-28
USR_27143,60.5,4.98,97.9,34.9,2024-06-22
USR_27144,49.0,3.21,91.9,46.6,2024-09-05
USR_27145,11.1,6.99,98.2,69.1,2025-03-31
USR_27146,15.1,6.99,59.9,28.1,2025-02-21
USR_27147,38.7,4.72,84.7,40.0,2025-11-06
USR_27148,32.2,3.33,84.7,59.2,2025-06-21
USR_27149,29.1,3.02,86.5,90.6,2024-09-24
USR_27150,13.6,8.0,80.3,59.6,2024-02-25
USR_27151,49.6,1.45,66.0,27.9,2024-11-22
USR_27152,20.9,5.35,76.7,30.3,2024-10-14
USR_27153,29.5,3.22,65.9,12.5,2024-03-12
USR_27154,47.1,6.12,85.2,93.5,2025-12-06
USR_27155,54.2,3.97,90.3,89.3,2024-02-16
USR_27156,69.7,5.77,71.6,79.8,2024-10-12
USR_27157,42.3,3.15,94.5,45.0,2025-10-24
USR_27158,8.5,4.72,67.7,72.2,2025-09-02
USR_27159,33.6,0.87,91.6,77.7,2025-11-27
USR_27160,28.8,6.83,82.4,54.2,2025-04-24
USR_27161,36.5,2.88,82.6,32.5,2024-08-04
USR_27162,78.1,2.82,59.2,97.8,2024-04-19
USR_27163,62.6,5.96,71.5,10.6,2025-06-07
USR_27164,18.3,3.85,89.8,40.5,2025-07-28
USR_27165,29.1,1.27,76.1,58.4,2024-08-29
USR_27166,30.2,4.77,76.9,81.6,2024-11-17
USR_27167,33.8,4.22,93.2,21.5,2024-05-05
USR_27168,76.6,0.5,89.6,94.3,2024-04-01
USR_27169,39.7,3.03,94.2,48.1,2024-03-22
USR_27170,14.8,3.89,95.6,78.1,2025-10-04
USR_27171,14.0,4.35,87.2,48.6,2024-04-25
USR_27172,24.7,2.95,100.0,90.4,2024-09-06
USR_27173,39.5,2.67,91.2,22.3,2024-03-18
USR_27174,57.4,3.97,71.9,64.7,2024-11-19
USR_27175,34.4,3.31,81.9,73.3,2025-05-06
USR_27176,32.6,3.02,84.1,21.2,2024-06-21
USR_27177,42.0,6.12,89.8,76.5,2025-02-09
USR_27178,48.8,5.01,77.5,40.0,2025-08-09
USR_27179,37.0,2.23,88.0,20.7,2024-12-11
USR_27180,42.5,2.4,84.1,43.0,2024-06-08
USR_27181,49.5,6.89,90.7,76.9,2025-08-18
USR_27182,29.2,4.63,87.2,81.1,2024-09-28
USR_27183,25.8,3.34,99.5,91.6,2025-03-01
USR_27184,11.7,3.65,95.0,72.4,2024-12-19
USR_27185,27.4,3.11,70.9,80.1,2025-01-09
USR_27186,54.8,0.5,71.2,37.0,2025-09-26
USR_27187,33.2,4.13,83.4,72.4,2025-08-24
USR_27188,30.0,3.41,71.5,90.6,2025-03-20
USR_27189,48.3,3.71,86.4,31.8,2025-12-05
USR_27190,17.1,3.54,78.2,83.9,2024-07-14
USR_27191,36.9,6.13,89.9,49.2,2024-04-15
USR_27192,34.1,2.72,83.4,67.2,2025-05-18
USR_27193,65.9,1.91,88.3,61.4,2025-09-06
USR_27194,35.2,2.47,82.1,80.7,2025-02-08
USR_27195,47.5,4.04,86.3,12.4,2024-09-21
USR_27196,51.1,3.28,95.5,14.0,2024-07-21
USR_27197,38.9,4.31,99.2,13.6,2024-05-23
USR_27198,20.5,0.5,85.9,80.9,2025-08-31
USR_27199,77.4,2.86,86.4,20.2,2024-04-09
USR_27200,48.6,2.91,69.3,54.0,2024-09-14
USR_27201,34.3,4.19,85.1,16.2,2025-05-27
USR_27202,82.8,5.59,83.6,14.7,2025-12-08
USR_27203,30.0,6.08,100.0,77.4,2025-01-11
USR_27204,40.4,6.38,89.9,91.6,2025-03-02
USR_27205,51.4,3.43,94.7,20.1,2025-01-10
USR_27206,19.4,3.99,92.4,97.1,2025-03-12
USR_27207,31.0,7.28,89.7,14.0,2024-12-31
USR_27208,31.0,5.73,76.3,84.6,2024-12-12
USR_27209,30.3,1.18,67.8,93.2,2024-08-08
USR_27210,33.3,4.74,94.8,45.4,2025-04-30
USR_27211,61.8,2.38,90.2,14.1,2025-06-25
USR_27212,32.5,3.86,67.9,66.3,2025-02-19
USR_27213,24.1,3.41,79.0,62.8,2025-01-30
USR_27214,23.5,3.11,69.6,74.7,2024-03-08
USR_27215,26.7,3.94,87.6,21.3,2025-02-24
USR_27216,21.5,5.97,96.6,18.8,2024-02-10
USR_27217,19.4,6.0,100.0,13.6,2025-09-02
USR_27218,56.5,5.36,92.7,75.2,2025-03-11
USR_27219,59.3,3.74,95.1,92.9,2025-05-23
USR_27220,31.1,1.58,88.5,27.3,2024-06-19
USR_27221,40.3,3.06,73.8,77.7,2024-07-18
USR_27222,20.8,3.39,70.1,50.9,2025-10-24
USR_27223,67.9,4.47,84.1,96.2,2025-05-26
USR_27224,69.9,3.53,100.0,89.7,2024-08-10
USR_27225,39.7,6.25,100.0,89.5,2025-04-10
USR_27226,21.2,5.28,91.8,24.2,2024-11-17
USR_27227,50.5,5.38,100.0,74.9,2024-07-16
USR_27228,23.7,4.11,88.4,49.4,2025-05-05
USR_27229,20.8,4.61,74.2,25.5,2025-10-14
USR_27230,44.4,3.07,96.5,68.3,2025-09-28
USR_27231,35.9,4.72,96.8,38.9,2025-11-26
USR_27232,23.8,2.42,86.5,83.5,2025-09-09
USR_27233,28.9,3.25,80.1,88.9,2024-03-10
USR_27234,52.1,4.6,93.6,70.2,2024-06-30
USR_27235,23.3,6.41,84.8,92.9,2025-04-23
USR_27236,29.0,1.31,67.2,54.6,2024-12-02
USR_27237,40.5,6.14,95.9,68.3,2024-06-07
USR_27238,29.0,6.27,88.7,14.5,2025-10-02
USR_27239,48.7,1.77,99.4,82.8,2024-03-22
USR_27240,12.8,3.84,78.3,83.2,2024-10-21
USR_27241,39.3,4.92,80.5,45.6,2024-08-14
USR_27242,75.4,1.54,74.3,18.1,2024-02-04
USR_27243,16.7,5.55,91.6,35.8,2024-05-06
USR_27244,28.0,0.5,82.5,91.2,2024-03-03
USR_27245,57.9,1.49,75.2,56.9,2024-03-22
USR_27246,23.5,2.98,71.2,51.9,2024-03-12
USR_27247,18.2,2.55,100.0,53.4,2024-02-23
USR_27248,45.1,4.18,86.0,23.4,2024-03-30
USR_27249,42.1,5.56,76.6,51.9,2024-05-05
USR_27250,36.5,4.71,83.8,19.7,2024-03-14
USR_27251,75.2,6.85,81.4,97.1,2024-07-08
USR_27252,39.9,6.88,86.1,53.0,2025-06-12
USR_27253,18.7,4.82,79.1,62.9,2024-06-16
USR_27254,24.5,5.77,81.1,45.6,2024-03-12
USR_27255,50.3,4.13,82.8,18.7,2025-07-07
USR_27256,33.5,0.5,93.8,57.9,2024-04-14
USR_27257,41.8,2.16,72.4,91.5,2025-03-06
USR_27258,36.5,4.19,99.0,50.5,2025-09-01
USR_27259,39.6,3.64,83.9,99.2,2025-01-17
USR_27260,58.6,0.58,86.5,34.4,2024-06-13
USR_27261,91.4,5.75,82.7,64.0,2024-07-18
USR_27262,26.2,1.55,95.1,35.7,2025-06-28
USR_27263,52.6,5.34,73.6,22.5,2024-06-03
USR_27264,21.7,5.52,81.8,38.3,2024-03-31
USR_27265,35.0,6.62,77.2,43.5,2024-11-06
USR_27266,65.6,4.9,89.1,25.4,2025-05-02
USR_27267,26.2,4.21,97.5,87.2,2025-07-16
USR_27268,40.1,0.92,72.2,52.0,2025-06-24
USR_27269,48.0,1.0,97.0,58.9,2025-11-21
USR_27270,55.4,4.66,89.0,51.4,2024-09-02
USR_27271,35.1,7.0,81.8,61.6,2024-03-30
USR_27272,51.2,3.46,78.7,70.5,2025-01-20
USR_27273,34.7,3.93,81.9,93.9,2024-08-26
USR_27274,19.5,4.65,95.6,66.1,2024-08-31
USR_27275,35.0,2.84,73.7,80.9,2024-06-06
USR_27276,60.8,2.49,93.6,59.4,2024-10-05
USR_27277,13.2,3.63,88.9,13.7,2025-02-26
USR_27278,50.7,3.52,82.6,86.4,2024-10-25
USR_27279,26.4,6.24,87.4,67.4,2024-12-21
USR_27280,26.5,5.41,80.7,99.8,2025-06-16
USR_27281,61.5,1.99,84.2,28.2,2024-02-09
USR_27282,23.0,5.19,90.2,96.3,2025-03-12
USR_27283,22.8,5.21,70.6,68.7,2025-11-24
USR_27284,34.4,4.33,87.6,35.2,2025-12-13
USR_27285,36.1,4.21,87.9,89.0,2025-09-16
USR_27286,22.4,2.21,67.5,42.0,2024-09-05
USR_27287,57.4,5.3,75.8,55.0,2024-03-20
USR_27288,42.4,5.49,78.3,31.1,2024-10-05
USR_27289,47.8,2.49,86.6,10.9,2024-09-13
USR_27290,17.6,4.25,90.6,93.7,2024-11-06
USR_27291,29.1,4.45,76.5,77.8,2024-09-10
USR_27292,43.5,2.97,64.1,72.2,2025-01-25
USR_27293,8.4,6.24,73.4,88.2,2025-01-14
USR_27294,57.3,4.13,75.0,28.0,2025-08-05
USR_27295,38.5,5.93,75.7,52.0,2025-05-28
USR_27296,58.1,4.68,90.8,11.4,2024-11-20
USR_27297,44.1,4.54,98.7,51.4,2024-11-27
USR_27298,12.1,4.68,87.5,43.5,2024-10-17
USR_27299,30.7,1.51,89.7,66.6,2024-04-12
USR_27300,82.6,3.01,97.6,81.4,2025-11-07
USR_27301,90.1,1.52,75.4,24.1,2024-08-14
USR_27302,37.2,4.79,86.9,98.2,2025-09-21
USR_27303,41.1,2.29,89.1,41.1,2024-01-25
USR_27304,26.4,1.52,86.7,15.7,2024-06-14
USR_27305,22.6,4.8,84.7,75.1,2025-04-06
USR_27306,55.9,1.53,96.9,21.0,2024-01-20
USR_27307,87.8,4.67,76.7,67.8,2025-04-26
USR_27308,37.5,4.04,100.0,73.1,2025-02-24
USR_27309,13.7,2.4,100.0,54.8,2025-10-03
USR_27310,10.9,4.82,79.6,63.1,2024-03-16
USR_27311,23.3,1.96,91.4,67.1,2025-09-16
USR_27312,42.8,2.85,96.0,34.0,2025-08-01
USR_27313,55.4,2.45,87.0,35.4,2025-08-25
USR_27314,32.2,4.4,82.1,66.1,2024-09-23
USR_27315,52.9,4.46,88.6,65.8,2025-10-06
USR_27316,22.9,3.07,100.0,84.2,2025-08-06
USR_27317,46.3,3.73,74.8,97.5,2025-06-18
USR_27318,28.3,4.66,82.5,80.3,2025-02-07
USR_27319,33.1,1.81,100.0,27.6,2025-05-27
USR_27320,36.2,4.46,76.4,69.7,2025-08-05
USR_27321,71.7,6.62,87.2,81.2,2024-03-31
USR_27322,43.4,3.01,59.1,28.1,2024-03-19
USR_27323,57.9,2.58,73.5,54.8,2024-10-13
USR_27324,46.5,4.83,87.2,21.7,2024-03-12
USR_27325,49.4,3.63,90.6,11.7,2024-10-26
USR_27326,36.0,7.62,96.9,45.6,2024-02-23
USR_27327,46.8,3.2,90.2,65.6,2024-02-03
USR_27328,49.9,3.71,80.4,57.1,2025-10-25
USR_27329,27.1,4.87,81.8,79.0,2025-05-04
USR_27330,50.1,2.62,78.1,46.8,2024-05-05
USR_27331,49.7,4.96,91.4,99.7,2025-05-30
USR_27332,35.4,4.24,69.8,91.8,2025-01-05
USR_27333,36.7,5.12,63.2,17.3,2024-10-27
USR_27334,48.8,6.18,76.9,86.3,2025-02-19
USR_27335,45.4,1.85,87.9,54.0,2025-04-09
USR_27336,26.3,6.0,75.9,79.7,2024-11-17
USR_27337,33.8,2.18,91.8,85.5,2025-04-06
USR_27338,58.4,7.77,87.6,25.5,2025-08-12
USR_27339,69.3,2.37,69.7,55.0,2025-03-19
USR_27340,25.3,3.58,84.8,75.8,2025-04-22
USR_27341,12.4,2.8,68.6,62.8,2025-11-28
USR_27342,15.1,5.16,91.7,24.7,2025-04-09
USR_27343,22.4,5.29,78.5,36.3,2024-09-08
USR_27344,43.3,6.77,100.0,10.3,2024-07-03
USR_27345,45.6,2.03,84.8,52.2,2025-07-12
USR_27346,59.0,3.31,79.9,16.4,2025-04-30
USR_27347,18.2,4.76,90.6,82.1,2024-05-13
USR_27348,54.8,7.2,71.0,57.7,2024-12-19
USR_27349,47.6,0.5,68.3,50.8,2024-04-05
USR_27350,41.7,2.29,74.5,59.7,2024-09-19
USR_27351,92.7,3.85,98.3,46.8,2024-04-27
USR_27352,53.3,2.67,64.4,12.5,2025-01-20
USR_27353,35.7,3.25,100.0,92.4,2024-08-07
USR_27354,31.7,6.73,88.9,22.5,2025-01-26
USR_27355,57.0,4.17,76.2,88.6,2025-01-21
USR_27356,49.5,6.62,82.0,52.6,2025-05-02
USR_27357,32.2,5.77,75.0,78.1,2025-04-14
USR_27358,72.9,5.13,84.8,59.9,2024-02-29
USR_27359,21.6,3.8,88.2,33.3,2024-07-24
USR_27360,27.6,5.13,99.8,95.8,2025-04-19
USR_27361,78.7,2.84,69.4,50.1,2024-09-09
USR_27362,53.3,2.76,84.0,70.7,2024-06-05
USR_27363,37.2,2.85,90.5,73.5,2025-03-17
USR_27364,15.0,1.99,83.8,97.6,2025-06-10
USR_27365,50.7,2.19,85.4,91.8,2024-01-29
USR_27366,30.5,2.15,72.0,23.0,2025-09-10
USR_27367,57.2,3.75,90.5,54.7,2024-11-04
USR_27368,64.5,2.86,80.9,54.0,2024-03-01
USR_27369,66.9,7.12,81.9,54.0,2025-07-15
USR_27370,39.6,3.9,93.6,69.2,2025-10-24
USR_27371,40.7,1.4,76.0,41.6,2024-12-04
USR_27372,27.5,4.24,100.0,16.5,2025-05-25
USR_27373,42.9,4.38,95.5,93.4,2024-09-03
USR_27374,31.7,3.23,79.9,63.6,2024-03-22
USR_27375,34.0,7.7,84.6,26.0,2024-04-04
USR_27376,56.2,3.89,88.4,70.6,2025-06-11
USR_27377,34.0,4.13,79.2,14.9,2025-03-21
USR_27378,64.2,2.93,92.5,32.1,2024-06-07
USR_27379,35.5,2.22,56.5,25.8,2025-02-16
USR_27380,64.5,5.45,92.0,45.5,2025-02-19
USR_27381,51.3,1.83,90.2,22.9,2025-04-15
USR_27382,35.1,3.14,94.9,87.4,2024-11-14
USR_27383,54.4,5.27,97.3,98.8,2024-09-01
USR_27384,7.7,6.95,96.3,21.6,2025-10-18
USR_27385,22.2,1.02,82.9,38.7,2025-04-27
USR_27386,32.0,6.04,87.4,99.2,2025-05-25
USR_27387,23.1,3.07,69.9,59.9,2025-07-18
USR_27388,70.8,2.39,69.2,24.9,2025-10-09
USR_27389,26.8,6.77,74.4,56.0,2025-10-26
USR_27390,67.0,1.18,87.9,77.5,2024-04-23
USR_27391,27.8,2.36,75.9,92.6,2025-02-04
USR_27392,32.4,3.5,90.0,84.8,2024-05-04
USR_27393,20.3,4.61,97.9,97.4,2025-01-16
USR_27394,43.2,4.55,79.3,18.5,2024-07-08
USR_27395,61.0,3.0,94.7,71.5,2025-01-04
USR_27396,34.2,4.77,82.5,68.3,2024-12-18
USR_27397,23.4,4.32,88.2,56.5,2025-05-08
USR_27398,32.5,3.05,94.3,30.9,2025-07-05
USR_27399,62.7,3.25,95.6,58.0,2025-02-07
USR_27400,33.4,4.91,97.3,23.1,2025-07-11
USR_27401,21.7,5.37,100.0,53.1,2024-02-27
USR_27402,33.5,5.0,87.8,64.5,2025-08-08
USR_27403,26.9,3.25,99.9,63.7,2024-12-29
USR_27404,37.0,4.8,100.0,80.6,2025-10-07
USR_27405,34.3,5.25,96.0,34.6,2024-04-28
USR_27406,47.5,4.21,81.2,18.2,2024-11-06
USR_27407,31.9,1.95,68.4,44.4,2025-01-27
USR_27408,20.8,4.7,74.4,15.7,2025-05-19
USR_27409,44.8,3.03,81.2,60.1,2025-06-09
USR_27410,17.0,4.32,94.6,89.0,2024-04-07
USR_27411,41.1,6.16,90.6,67.4,2025-02-20
USR_27412,19.7,2.73,91.9,93.7,2025-05-02
USR_27413,81.4,3.35,73.3,39.8,2024-04-02
USR_27414,28.0,4.63,93.6,41.5,2024-02-06
USR_27415,31.7,2.7,90.7,70.5,2024-06-07
USR_27416,45.8,3.66,96.0,85.7,2025-03-31
USR_27417,18.1,3.6,86.5,41.0,2025-08-13
USR_27418,45.0,4.32,82.4,39.2,2025-09-16
USR_27419,27.0,5.33,74.3,16.5,2024-12-20
USR_27420,51.6,5.89,92.5,73.0,2024-03-27
USR_27421,32.2,1.36,87.0,64.8,2024-05-09
USR_27422,65.3,3.95,80.9,68.7,2024-08-24
USR_27423,56.3,4.47,84.9,36.4,2025-11-23
USR_27424,23.7,0.5,99.8,90.2,2025-09-02
USR_27425,39.5,2.51,100.0,37.1,2025-01-05
USR_27426,24.4,3.57,72.9,92.0,2024-04-24
USR_27427,64.9,4.81,92.4,23.1,2025-11-28
USR_27428,25.5,3.81,78.4,98.3,2024-07-16
USR_27429,23.8,3.58,85.9,20.6,2025-01-29
USR_27430,33.8,3.9,87.9,54.0,2024-11-11
USR_27431,25.2,4.42,92.6,57.6,2024-08-26
USR_27432,44.0,5.38,95.4,89.2,2025-06-11
USR_27433,32.2,4.81,89.9,98.8,2024-04-06
USR_27434,46.5,3.23,92.4,14.8,2024-06-14
USR_27435,75.6,6.06,93.9,97.7,2025-09-28
USR_27436,33.8,4.82,82.7,22.8,2025-07-20
USR_27437,61.2,0.5,79.2,20.2,2025-11-09
USR_27438,43.2,1.4,84.2,87.4,2024-07-31
USR_27439,37.0,4.57,70.8,98.8,2024-09-03
USR_27440,42.5,5.05,100.0,26.7,2025-05-19
USR_27441,17.7,0.78,88.6,19.4,2024-07-31
USR_27442,16.5,3.69,79.7,96.3,2024-02-27
USR_27443,9.0,4.84,93.8,88.6,2024-12-05
USR_27444,17.5,2.75,85.6,67.9,2025-09-15
USR_27445,25.9,3.98,91.9,73.4,2024-09-05
USR_27446,16.7,2.37,86.5,12.1,2024-02-16
USR_27447,45.7,2.33,79.7,13.3,2024-11-08
USR_27448,65.0,2.72,69.8,69.4,2024-10-09
USR_27449,47.6,4.45,90.9,16.2,2025-02-28
USR_27450,42.4,1.88,100.0,59.3,2025-08-05
USR_27451,73.4,4.43,76.0,10.5,2024-12-13
USR_27452,26.0,5.82,84.1,25.7,2024-07-03
USR_27453,70.9,4.55,81.6,49.7,2024-08-24
USR_27454,14.4,5.87,68.8,83.9,2024-05-14
USR_27455,25.6,3.66,91.8,30.4,2025-01-19
USR_27456,36.3,0.52,72.6,57.8,2024-08-19
USR_27457,29.0,5.32,87.9,70.6,2024-06-23
USR_27458,23.3,3.52,83.6,90.8,2024-03-17
USR_27459,34.9,3.98,82.2,38.3,2024-12-15
USR_27460,71.4,5.24,95.2,55.9,2025-06-16
USR_27461,33.5,5.82,55.6,79.0,2025-08-14
USR_27462,51.8,4.83,84.7,98.9,2025-09-15
USR_27463,32.3,4.8,72.4,40.1,2025-09-09
USR_27464,73.6,1.52,82.2,19.4,2024-09-20
USR_27465,42.1,0.5,100.0,99.5,2024-09-28
