user_id,avg_rpm,smoothness_score,idling_pct,carbon_credits_balance
USR_18278,1981,0.79,0.034,142
USR_18279,2597,0.82,0.183,3
USR_18280,1907,0.86,0.152,5
USR_18281,2703,0.73,0.257,69
USR_18282,2600,0.71,0.098,25
USR_18283,2489,0.66,0.183,36
USR_18284,2727,0.46,0.18,47
USR_18285,3386,0.39,0.09,53
USR_18286,2318,0.79,0.185,38
USR_18287,2506,0.62,0.162,162
USR_18288,2545,0.69,0.248,124
USR_18289,3015,0.4,0.374,8
USR_18290,2877,0.46,0.114,59
USR_18291,2488,0.66,0.023,46
USR_18292,2455,0.65,0.226,5
USR_18293,2712,0.43,0.338,7
USR_18294,2436,0.65,0.224,29
USR_18295,2120,0.87,0.364,64
USR_18296,2635,0.68,0.192,50
USR_18297,2430,0.59,0.196,13
USR_18298,2266,0.82,0.323,68
USR_18299,2701,0.53,0.08,16
USR_18300,2258,0.7,0.234,22
USR_18301,2046,0.78,0.289,166
USR_18302,2535,0.56,0.274,7
USR_18303,2805,0.57,0.157,11
USR_18304,2137,0.68,0.264,20
USR_18305,2519,0.56,0.188,204
USR_18306,2526,0.66,0.132,91
USR_18307,2375,0.86,0.157,10
USR_18308,2433,0.76,0.228,67
USR_18309,2429,0.6,0.06,37
USR_18310,2198,0.69,0.103,4
USR_18311,2268,0.54,0.305,23
USR_18312,2357,0.7,0.017,8
USR_18313,2714,0.69,0.088,53
USR_18314,2502,0.75,0.048,24
USR_18315,2197,0.69,0.231,24
USR_18316,2248,0.79,0.13,31
USR_18317,2762,0.72,0.196,18
USR_18318,2358,0.71,0.268,66
USR_18319,2307,0.75,0.069,15
USR_18320,3067,0.33,0.248,3
USR_18321,2360,0.56,0.28,116
USR_18322,2574,0.62,0.196,98
USR_18323,2452,0.4,0.306,23
USR_18324,3000,0.57,0.448,54
USR_18325,2783,0.4,0.096,222
USR_18326,2327,0.86,0.111,108
USR_18327,2675,0.74,0.176,3
USR_18328,2368,0.69,0.076,39
USR_18329,2428,0.42,0.144,34
USR_18330,2794,0.39,0.081,21
USR_18331,2383,0.79,0.125,5
USR_18332,2901,0.46,0.007,141
USR_18333,2168,0.85,0.337,39
USR_18334,2328,0.8,0.052,126
USR_18335,2288,0.81,0.09,77
USR_18336,2281,0.71,0.194,28
USR_18337,2276,0.74,0.326,43
USR_18338,3029,0.41,0.117,43
USR_18339,2404,0.65,0.03,29
USR_18340,2262,0.78,0.205,29
USR_18341,2221,0.72,0.017,7
USR_18342,2788,0.56,0.034,160
USR_18343,2385,0.62,0.313,33
USR_18344,2396,0.69,0.151,6
USR_18345,2042,0.74,0.173,46
USR_18346,2408,0.83,0.194,28
USR_18347,2652,0.63,0.054,42
USR_18348,2134,0.85,0.188,108
USR_18349,3060,0.24,0.027,41
USR_18350,2511,0.58,0.331,0
USR_18351,2359,0.67,0.153,30
USR_18352,3152,0.54,0.121,23
USR_18353,2499,0.6,0.301,112
USR_18354,2350,0.74,0.048,17
USR_18355,1942,0.82,0.449,61
USR_18356,3242,0.42,0.157,87
USR_18357,2461,0.61,0.275,24
USR_18358,2302,0.42,0.414,34
USR_18359,2475,0.64,0.024,68
USR_18360,2207,0.78,0.062,7
USR_18361,2455,0.78,0.143,53
USR_18362,2211,0.73,0.161,106
USR_18363,2762,0.58,0.355,45
USR_18364,2533,0.67,0.053,67
USR_18365,2256,0.87,0.2,53
USR_18366,1673,0.9,0.093,38
USR_18367,2419,0.58,0.206,115
USR_18368,2855,0.5,0.23,36
USR_18369,2653,0.61,0.366,21
USR_18370,2829,0.47,0.104,33
USR_18371,2358,0.73,0.102,233
USR_18372,2648,0.75,0.019,4
USR_18373,2791,0.66,0.311,150
USR_18374,2710,0.67,0.168,56
USR_18375,2188,0.81,0.149,23
USR_18376,2117,0.8,0.265,11
USR_18377,2741,0.4,0.049,38
USR_18378,2726,0.41,0.11,102
USR_18379,2568,0.62,0.184,44
USR_18380,2544,0.7,0.224,40
USR_18381,2457,0.75,0.123,50
USR_18382,2744,0.55,0.146,193
USR_18383,2607,0.62,0.079,83
USR_18384,2140,0.62,0.204,7
USR_18385,2575,0.58,0.022,38
USR_18386,2386,0.78,0.219,45
USR_18387,2760,0.43,0.16,8
USR_18388,2286,0.75,0.078,83
USR_18389,2204,0.75,0.253,20
USR_18390,2705,0.53,0.211,177
USR_18391,2876,0.59,0.238,45
USR_18392,2760,0.62,0.058,7
USR_18393,2914,0.44,0.24,22
USR_18394,2554,0.73,0.395,7
USR_18395,2474,0.82,0.254,61
USR_18396,1917,0.82,0.084,12
USR_18397,3267,0.37,0.115,14
USR_18398,2708,0.59,0.197,24
USR_18399,2618,0.69,0.301,24
USR_18400,2789,0.55,0.172,12
USR_18401,2500,0.64,0.181,39
USR_18402,2200,0.76,0.021,18
USR_18403,3098,0.33,0.011,45
USR_18404,2603,0.54,0.166,206
USR_18405,2597,0.69,0.271,49
USR_18406,2354,0.64,0.173,207
USR_18407,2415,0.51,0.064,86
USR_18408,2655,0.56,0.204,164
USR_18409,2657,0.53,0.139,87
USR_18410,2257,0.55,0.326,23
USR_18411,2095,0.88,0.5,65
USR_18412,2149,0.81,0.376,149
USR_18413,2624,0.54,0.213,8
USR_18414,2782,0.7,0.236,1
USR_18415,2523,0.48,0.019,41
USR_18416,2347,0.88,0.297,9
USR_18417,2576,0.67,0.141,15
USR_18418,2060,0.73,0.131,5
USR_18419,2444,0.76,0.171,33
USR_18420,1812,0.82,0.12,277
USR_18421,2312,0.7,0.029,23
USR_18422,2550,0.65,0.098,73
USR_18423,2407,0.69,0.096,32
USR_18424,2329,0.74,0.189,107
USR_18425,2933,0.59,0.31,24
USR_18426,3022,0.41,0.377,86
USR_18427,2446,0.52,0.22,140
USR_18428,2168,0.78,0.117,7
USR_18429,2212,0.76,0.272,27
USR_18430,2663,0.39,0.056,92
USR_18431,2545,0.73,0.344,22
USR_18432,2330,0.73,0.344,24
USR_18433,2806,0.57,0.417,14
USR_18434,2269,0.77,0.311,3
USR_18435,2874,0.62,0.183,0
USR_18436,1871,0.79,0.464,15
USR_18437,2316,0.8,0.12,22
USR_18438,2498,0.79,0.074,150
USR_18439,2738,0.59,0.048,10
USR_18440,2992,0.38,0.074,31
USR_18441,2528,0.74,0.218,57
USR_18442,2284,0.86,0.211,75
USR_18443,2376,0.5,0.139,65
USR_18444,2123,0.8,0.383,143
USR_18445,2435,0.63,0.102,44
USR_18446,2771,0.55,0.176,8
USR_18447,2994,0.48,0.083,118
USR_18448,2709,0.46,0.073,70
USR_18449,2595,0.67,0.095,11
USR_18450,2671,0.71,0.088,15
USR_18451,2409,0.76,0.141,1
USR_18452,2201,0.9,0.012,23
USR_18453,2734,0.76,0.141,74
USR_18454,2845,0.48,0.091,14
USR_18455,2449,0.68,0.109,10
USR_18456,2242,0.88,0.266,63
USR_18457,2355,0.62,0.039,196
USR_18458,3293,0.56,0.287,73
USR_18459,2735,0.49,0.034,0
USR_18460,3059,0.56,0.008,11
USR_18461,2309,0.77,0.094,39
USR_18462,2422,0.72,0.112,9
USR_18463,2205,0.74,0.099,74
USR_18464,2563,0.59,0.102,30
USR_18465,2578,0.65,0.132,2
USR_18466,3001,0.39,0.077,116
USR_18467,2623,0.53,0.144,67
USR_18468,2534,0.53,0.107,74
USR_18469,2438,0.68,0.231,91
USR_18470,2485,0.59,0.349,57
USR_18471,2230,0.76,0.217,12
USR_18472,2243,0.84,0.068,40
USR_18473,2627,0.41,0.203,10
USR_18474,2631,0.64,0.128,21
USR_18475,2508,0.69,0.062,13
USR_18476,2434,0.78,0.175,35
USR_18477,2349,0.63,0.22,289
USR_18478,2718,0.37,0.294,33
USR_18479,2410,0.56,0.151,28
USR_18480,2293,0.88,0.317,26
USR_18481,2239,0.78,0.05,9
USR_18482,2970,0.33,0.037,104
USR_18483,2288,0.75,0.071,24
USR_18484,2543,0.74,0.201,34
USR_18485,2094,0.8,0.28,14
USR_18486,2717,0.61,0.115,113
USR_18487,2041,0.85,0.043,39
USR_18488,3099,0.41,0.093,27
USR_18489,2172,0.65,0.041,178
USR_18490,2916,0.68,0.025,161
USR_18491,2639,0.79,0.135,146
USR_18492,2552,0.74,0.152,139
USR_18493,2197,0.72,0.268,9
USR_18494,2479,0.75,0.312,60
USR_18495,2652,0.6,0.108,10
USR_18496,2363,0.66,0.064,94
USR_18497,2899,0.6,0.254,43
USR_18498,2984,0.4,0.058,8
USR_18499,2333,0.78,0.079,29
USR_18500,2213,0.47,0.038,180
USR_18501,2284,0.87,0.121,113
USR_18502,2548,0.65,0.407,62
USR_18503,2147,0.78,0.067,69
USR_18504,2676,0.79,0.225,113
USR_18505,2462,0.76,0.224,149
USR_18506,2306,0.74,0.121,7
USR_18507,2539,0.58,0.205,26
USR_18508,3055,0.42,0.389,101
USR_18509,2516,0.75,0.057,3
USR_18510,2289,0.74,0.34,8
USR_18511,2659,0.55,0.157,5
USR_18512,2182,0.86,0.169,78
USR_18513,1972,0.68,0.087,5
USR_18514,2600,0.62,0.281,106
USR_18515,2167,0.64,0.15,80
USR_18516,2903,0.52,0.177,4
USR_18517,2424,0.8,0.344,33
USR_18518,2574,0.49,0.004,27
USR_18519,3351,0.34,0.319,38
USR_18520,2149,0.69,0.168,70
USR_18521,2640,0.75,0.084,174
USR_18522,2494,0.83,0.158,79
USR_18523,3298,0.52,0.167,7
USR_18524,2269,0.78,0.123,11
USR_18525,2955,0.46,0.099,78
USR_18526,2193,0.73,0.351,59
USR_18527,2942,0.2,0.153,42
USR_18528,2997,0.48,0.046,120
USR_18529,2213,0.83,0.229,55
USR_18530,2423,0.8,0.105,87
USR_18531,2950,0.62,0.343,48
USR_18532,2523,0.68,0.154,20
USR_18533,2766,0.55,0.17,89
USR_18534,2689,0.4,0.103,62
USR_18535,2709,0.67,0.133,73
USR_18536,2547,0.5,0.162,33
USR_18537,1962,0.82,0.084,61
USR_18538,2484,0.8,0.276,15
USR_18539,2556,0.54,0.074,40
USR_18540,2315,0.71,0.082,71
USR_18541,2423,0.66,0.079,25
USR_18542,2191,0.77,0.216,51
USR_18543,2157,0.71,0.072,20
USR_18544,2454,0.57,0.103,103
USR_18545,2216,0.67,0.047,30
USR_18546,2462,0.72,0.127,4
USR_18547,2690,0.75,0.211,30
USR_18548,2535,0.67,0.146,9
USR_18549,2641,0.58,0.121,118
USR_18550,2445,0.83,0.302,77
USR_18551,2274,0.69,0.136,8
USR_18552,2610,0.52,0.106,134
USR_18553,2760,0.5,0.151,17
USR_18554,2283,0.62,0.184,170
USR_18555,2477,0.68,0.162,22
USR_18556,2201,0.88,0.303,75
USR_18557,2053,0.77,0.116,53
USR_18558,2605,0.75,0.317,88
USR_18559,2452,0.73,0.182,71
USR_18560,2920,0.57,0.086,50
USR_18561,3015,0.5,0.324,3
USR_18562,2563,0.27,0.445,4
USR_18563,2968,0.54,0.041,194
USR_18564,2333,0.7,0.035,7
USR_18565,2043,0.78,0.109,1
USR_18566,2561,0.44,0.12,66
USR_18567,2842,0.56,0.182,30
USR_18568,3154,0.3,0.1,77
USR_18569,2643,0.68,0.161,7
USR_18570,2011,0.76,0.203,42
USR_18571,2506,0.6,0.067,24
USR_18572,2143,0.75,0.102,0
USR_18573,2658,0.46,0.222,11
USR_18574,2381,0.6,0.102,14
USR_18575,2106,0.87,0.08,11
USR_18576,2225,0.88,0.077,66
USR_18577,2289,0.82,0.243,83
USR_18578,2557,0.5,0.077,166
USR_18579,2735,0.55,0.108,4
USR_18580,2690,0.47,0.099,20
USR_18581,2810,0.47,0.31,64
USR_18582,2535,0.52,0.063,9
USR_18583,2629,0.72,0.375,135
USR_18584,2323,0.87,0.19,252
USR_18585,2114,0.75,0.141,1
USR_18586,2165,0.76,0.202,15
USR_18587,3338,0.43,0.091,35
USR_18588,2476,0.55,0.394,13
USR_18589,2556,0.33,0.174,30
USR_18590,2458,0.64,0.067,7
USR_18591,2324,0.78,0.096,48
USR_18592,2433,0.6,0.169,49
USR_18593,2857,0.68,0.057,67
USR_18594,2482,0.85,0.245,42
USR_18595,2577,0.54,0.137,21
USR_18596,2169,0.77,0.023,6
USR_18597,2097,0.68,0.109,2
USR_18598,2317,0.77,0.062,30
USR_18599,2339,0.83,0.287,46
USR_18600,2690,0.5,0.192,16
USR_18601,3003,0.58,0.18,130
USR_18602,2599,0.63,0.243,14
USR_18603,2569,0.65,0.136,37
USR_18604,2163,0.81,0.081,4
USR_18605,2701,0.66,0.174,15
USR_18606,2088,0.7,0.041,26
USR_18607,2696,0.75,0.106,58
USR_18608,2291,0.75,0.435,245
USR_18609,1864,0.92,0.064,2
USR_18610,2224,0.62,0.118,86
USR_18611,2449,0.68,0.141,20
USR_18612,2575,0.66,0.188,65
USR_18613,1855,0.82,0.291,6
USR_18614,2423,0.66,0.446,134
USR_18615,2326,0.89,0.273,128
USR_18616,3036,0.61,0.277,88
USR_18617,2579,0.78,0.088,6
USR_18618,2436,0.73,0.27,23
USR_18619,2306,0.8,0.107,4
USR_18620,2355,0.79,0.457,22
USR_18621,1686,0.83,0.174,63
USR_18622,2333,0.83,0.218,9
USR_18623,2229,0.51,0.281,65
USR_18624,2697,0.61,0.166,68
USR_18625,2504,0.54,0.11,4
USR_18626,2703,0.62,0.141,4
USR_18627,2443,0.71,0.196,103
USR_18628,2278,0.71,0.163,61
USR_18629,2358,0.67,0.194,26
USR_18630,2222,0.71,0.041,6
USR_18631,2649,0.67,0.094,26
USR_18632,2346,0.78,0.148,38
USR_18633,2127,0.82,0.128,27
USR_18634,2514,0.69,0.16,68
USR_18635,2296,0.66,0.111,19
USR_18636,2690,0.38,0.148,51
USR_18637,2177,0.85,0.027,7
USR_18638,2211,0.77,0.207,13
USR_18639,2081,0.88,0.101,22
USR_18640,2361,0.82,0.175,28
USR_18641,2568,0.58,0.092,102
USR_18642,2642,0.6,0.179,2
USR_18643,2401,0.75,0.033,61
USR_18644,2740,0.65,0.125,35
USR_18645,2456,0.78,0.249,54
USR_18646,2304,0.68,0.042,64
USR_18647,2365,0.55,0.185,122
USR_18648,2179,0.81,0.157,72
USR_18649,2440,0.65,0.083,213
USR_18650,2544,0.59,0.104,32
USR_18651,2803,0.49,0.059,100
USR_18652,2268,0.73,0.208,72
USR_18653,1776,0.73,0.541,114
USR_18654,3040,0.34,0.091,56
USR_18655,2080,0.7,0.09,119
USR_18656,2262,0.77,0.131,36
USR_18657,2382,0.68,0.284,51
USR_18658,2963,0.33,0.184,16
USR_18659,2350,0.78,0.074,21
USR_18660,2563,0.61,0.039,2
USR_18661,2274,0.65,0.256,156
USR_18662,2795,0.69,0.113,30
USR_18663,3012,0.57,0.303,56
USR_18664,2502,0.9,0.138,13
USR_18665,2219,0.74,0.297,2
USR_18666,2400,0.69,0.048,6
USR_18667,2394,0.78,0.067,0
USR_18668,2794,0.53,0.206,107
USR_18669,2437,0.63,0.256,43
USR_18670,2695,0.51,0.25,33
USR_18671,2469,0.44,0.175,85
USR_18672,2567,0.55,0.342,47
USR_18673,2742,0.59,0.223,3
USR_18674,2346,0.69,0.102,22
USR_18675,2537,0.71,0.121,136
USR_18676,2411,0.78,0.326,2
USR_18677,2522,0.68,0.186,89
USR_18678,2143,0.76,0.086,14
USR_18679,2072,0.79,0.128,90
USR_18680,2732,0.56,0.07,88
USR_18681,2596,0.69,0.354,7
USR_18682,2838,0.64,0.162,1
USR_18683,2621,0.66,0.092,46
USR_18684,3341,0.5,0.156,154
USR_18685,2579,0.47,0.114,37
USR_18686,2450,0.74,0.153,46
USR_18687,2478,0.62,0.017,21
USR_18688,3152,0.47,0.069,66
USR_18689,2548,0.71,0.127,168
USR_18690,2468,0.66,0.041,9
USR_18691,2403,0.64,0.102,191
USR_18692,2695,0.61,0.119,62
USR_18693,2396,0.74,0.223,27
USR_18694,2331,0.69,0.514,66
USR_18695,3112,0.53,0.027,219
USR_18696,2707,0.49,0.124,106
USR_18697,2304,0.76,0.169,19
USR_18698,2123,0.54,0.068,69
USR_18699,2451,0.65,0.111,95
USR_18700,3397,0.25,0.083,41
USR_18701,2683,0.44,0.536,48
USR_18702,2088,0.77,0.265,15
USR_18703,2917,0.67,0.151,5
USR_18704,2569,0.71,0.108,20
USR_18705,2505,0.58,0.142,39
USR_18706,2909,0.59,0.126,35
USR_18707,2844,0.41,0.272,40
USR_18708,2505,0.62,0.249,18
USR_18709,2605,0.66,0.108,92
USR_18710,2432,0.8,0.107,95
USR_18711,2758,0.65,0.144,0
USR_18712,2615,0.6,0.397,14
USR_18713,2352,0.79,0.193,52
USR_18714,2460,0.6,0.081,49
USR_18715,2486,0.7,0.316,64
USR_18716,2611,0.58,0.04,3
USR_18717,2836,0.45,0.032,114
USR_18718,2142,0.78,0.066,166
USR_18719,2842,0.39,0.272,3
USR_18720,2855,0.55,0.322,17
USR_18721,2953,0.79,0.246,9
USR_18722,2702,0.67,0.021,101
USR_18723,2620,0.52,0.142,2
USR_18724,2736,0.54,0.187,139
USR_18725,2722,0.61,0.083,26
USR_18726,3309,0.41,0.099,50
USR_18727,2209,0.83,0.069,8
USR_18728,2667,0.5,0.325,7
USR_18729,2612,0.52,0.168,37
USR_18730,2442,0.74,0.198,123
USR_18731,2858,0.68,0.109,111
USR_18732,2498,0.81,0.389,48
USR_18733,2406,0.66,0.191,14
USR_18734,2737,0.56,0.106,20
USR_18735,2617,0.6,0.168,1
USR_18736,2261,0.77,0.203,17
USR_18737,2776,0.42,0.318,64
USR_18738,2608,0.66,0.431,111
USR_18739,2369,0.81,0.197,42
USR_18740,2541,0.66,0.335,34
USR_18741,2469,0.72,0.066,48
USR_18742,2543,0.74,0.321,88
USR_18743,3147,0.37,0.21,25
USR_18744,2098,0.75,0.121,0
USR_18745,2697,0.61,0.132,63
USR_18746,2324,0.68,0.104,1
USR_18747,2172,0.7,0.228,4
USR_18748,2635,0.74,0.062,30
USR_18749,2712,0.6,0.076,15
USR_18750,2405,0.6,0.119,90
USR_18751,2760,0.67,0.219,172
USR_18752,2920,0.38,0.054,3
USR_18753,2980,0.56,0.136,70
USR_18754,2838,0.5,0.063,265
USR_18755,2575,0.59,0.113,343
USR_18756,2526,0.64,0.118,23
USR_18757,2424,0.7,0.157,14
USR_18758,2385,0.62,0.127,38
USR_18759,2323,0.77,0.12,20
USR_18760,2273,0.74,0.232,62
USR_18761,2944,0.62,0.04,14
USR_18762,2170,0.8,0.326,23
USR_18763,2445,0.56,0.036,5
USR_18764,2272,0.79,0.059,32
USR_18765,2406,0.84,0.13,81
USR_18766,2404,0.79,0.297,55
USR_18767,2681,0.79,0.14,74
USR_18768,2341,0.66,0.056,51
USR_18769,2611,0.77,0.082,88
USR_18770,2572,0.6,0.519,21
USR_18771,2525,0.72,0.297,5
USR_18772,3244,0.42,0.397,10
USR_18773,2407,0.79,0.084,65
USR_18774,2591,0.48,0.189,55
USR_18775,2681,0.65,0.21,28
USR_18776,2191,0.74,0.185,85
USR_18777,2349,0.72,0.065,3
USR_18778,2712,0.51,0.039,20
USR_18779,2609,0.69,0.035,32
USR_18780,3065,0.6,0.239,50
USR_18781,2656,0.68,0.161,51
USR_18782,2304,0.77,0.069,168
USR_18783,2377,0.81,0.317,9
USR_18784,2577,0.61,0.173,86
USR_18785,2230,0.78,0.148,57
USR_18786,2914,0.49,0.369,14
USR_18787,2432,0.72,0.039,34
USR_18788,3141,0.43,0.296,73
USR_18789,2649,0.7,0.125,48
USR_18790,2699,0.53,0.219,13
USR_18791,2589,0.68,0.106,3
USR_18792,2802,0.49,0.023,49
USR_18793,2491,0.82,0.194,101
USR_18794,2753,0.56,0.06,75
USR_18795,2688,0.54,0.227,27
USR_18796,2212,0.81,0.116,61
USR_18797,3031,0.46,0.25,7
USR_18798,2659,0.51,0.164,110
USR_18799,2646,0.45,0.061,125
USR_18800,2342,0.68,0.25,53
USR_18801,2628,0.68,0.304,12
USR_18802,2782,0.57,0.028,15
USR_18803,2317,0.61,0.131,66
USR_18804,2272,0.7,0.148,12
USR_18805,2872,0.35,0.209,14
USR_18806,2509,0.64,0.072,11
USR_18807,2080,0.89,0.041,35
USR_18808,2559,0.4,0.148,8
USR_18809,2758,0.49,0.111,9
USR_18810,2624,0.68,0.12,60
USR_18811,2139,0.74,0.065,35
USR_18812,2391,0.67,0.285,17
USR_18813,2831,0.71,0.098,8
USR_18814,2295,0.71,0.042,119
USR_18815,2584,0.71,0.172,1
USR_18816,2122,0.74,0.113,13
USR_18817,2914,0.54,0.312,42
USR_18818,2228,0.85,0.152,86
USR_18819,2385,0.59,0.121,145
USR_18820,2295,0.8,0.062,31
USR_18821,3021,0.34,0.308,15
USR_18822,2599,0.73,0.293,77
USR_18823,2497,0.79,0.166,4
USR_18824,2862,0.69,0.298,9
USR_18825,2572,0.7,0.152,85
USR_18826,2516,0.67,0.159,24
USR_18827,2526,0.82,0.202,25
USR_18828,2099,0.8,0.202,1
USR_18829,2471,0.76,0.032,2
USR_18830,2834,0.56,0.075,7
USR_18831,2706,0.69,0.009,28
USR_18832,2596,0.73,0.193,70
USR_18833,2026,0.81,0.174,30
USR_18834,2321,0.7,0.107,4
USR_18835,2655,0.59,0.075,41
USR_18836,2544,0.47,0.497,27
USR_18837,3095,0.51,0.239,98
USR_18838,2299,0.73,0.199,14
USR_18839,2262,0.84,0.219,4
USR_18840,2679,0.61,0.078,9
USR_18841,2449,0.54,0.495,69
USR_18842,2589,0.48,0.026,62
USR_18843,2263,0.79,0.112,46
USR_18844,2560,0.74,0.194,7
USR_18845,2505,0.64,0.267,84
USR_18846,2568,0.57,0.092,91
USR_18847,2492,0.69,0.103,19
USR_18848,2598,0.71,0.058,72
USR_18849,2229,0.7,0.119,20
USR_18850,2377,0.76,0.036,17
USR_18851,3006,0.48,0.093,32
USR_18852,2470,0.69,0.003,242
USR_18853,2411,0.75,0.119,52
USR_18854,2158,0.62,0.115,59
USR_18855,3084,0.54,0.121,18
USR_18856,2517,0.84,0.147,90
USR_18857,2636,0.69,0.077,74
USR_18858,2465,0.63,0.527,45
USR_18859,2617,0.64,0.165,53
USR_18860,2430,0.79,0.188,35
USR_18861,2361,0.68,0.244,10
USR_18862,3046,0.29,0.2,5
USR_18863,2473,0.74,0.124,33
USR_18864,2512,0.54,0.197,0
USR_18865,2595,0.55,0.064,18
USR_18866,2550,0.7,0.116,44
USR_18867,2283,0.77,0.096,0
USR_18868,2498,0.6,0.215,20
USR_18869,2715,0.33,0.096,39
USR_18870,2564,0.57,0.18,31
USR_18871,3147,0.22,0.117,0
USR_18872,2354,0.68,0.189,3
USR_18873,2839,0.43,0.2,26
USR_18874,2680,0.78,0.174,9
USR_18875,2478,0.6,0.169,71
USR_18876,2794,0.61,0.282,21
USR_18877,2011,0.9,0.265,74
USR_18878,2353,0.62,0.231,20
USR_18879,2190,0.83,0.089,6
USR_18880,2246,0.66,0.184,75
USR_18881,2500,0.8,0.085,3
USR_18882,2302,0.68,0.241,18
USR_18883,2478,0.8,0.083,194
USR_18884,2765,0.57,0.163,65
USR_18885,2438,0.65,0.103,41
USR_18886,2812,0.56,0.229,8
USR_18887,3061,0.32,0.151,12
USR_18888,2505,0.72,0.211,0
USR_18889,2266,0.68,0.101,21
USR_18890,2765,0.5,0.109,88
USR_18891,2460,0.81,0.028,10
USR_18892,2284,0.82,0.168,300
USR_18893,2470,0.63,0.12,3
USR_18894,1969,0.76,0.055,28
USR_18895,2727,0.69,0.297,1
USR_18896,2913,0.66,0.209,7
USR_18897,2566,0.72,0.262,24
USR_18898,2907,0.36,0.263,5
USR_18899,2804,0.35,0.239,50
USR_18900,2412,0.77,0.196,119
USR_18901,2510,0.77,0.138,23
USR_18902,2469,0.63,0.158,5
USR_18903,2189,0.87,0.055,61
USR_18904,2357,0.71,0.013,11
USR_18905,2555,0.57,0.147,82
USR_18906,2785,0.57,0.154,43
USR_18907,2954,0.42,0.181,40
USR_18908,2168,0.79,0.269,22
USR_18909,2356,0.66,0.164,42
USR_18910,2219,0.73,0.315,158
USR_18911,3126,0.37,0.047,8
USR_18912,2804,0.59,0.107,84
USR_18913,2749,0.58,0.074,25
USR_18914,2432,0.79,0.195,101
USR_18915,2542,0.6,0.075,19
USR_18916,2354,0.62,0.081,24
USR_18917,3047,0.44,0.251,38
USR_18918,2273,0.57,0.214,21
USR_18919,2176,0.82,0.457,3
USR_18920,3007,0.41,0.286,30
USR_18921,2528,0.61,0.087,38
USR_18922,2427,0.53,0.195,13
USR_18923,2446,0.71,0.532,20
USR_18924,2470,0.71,0.102,2
USR_18925,2201,0.86,0.294,1
USR_18926,2855,0.57,0.032,45
USR_18927,2968,0.42,0.015,38
USR_18928,2447,0.62,0.257,2
USR_18929,2678,0.65,0.124,28
USR_18930,2332,0.68,0.18,53
USR_18931,2378,0.57,0.088,57
USR_18932,2706,0.7,0.188,54
USR_18933,3031,0.26,0.041,58
USR_18934,2319,0.82,0.275,50
USR_18935,2909,0.5,0.129,77
USR_18936,2586,0.53,0.114,136
USR_18937,2935,0.4,0.057,104
USR_18938,2467,0.6,0.03,157
USR_18939,3412,0.42,0.041,206
USR_18940,2402,0.57,0.089,11
USR_18941,2926,0.48,0.099,75
USR_18942,2317,0.82,0.297,28
USR_18943,2322,0.65,0.053,27
USR_18944,2925,0.4,0.2,63
USR_18945,2680,0.67,0.139,86
USR_18946,2383,0.57,0.077,40
USR_18947,2276,0.72,0.514,57
USR_18948,2105,0.77,0.046,33
USR_18949,2391,0.78,0.182,96
USR_18950,2083,0.92,0.138,62
USR_18951,2307,0.6,0.244,44
USR_18952,2570,0.77,0.074,28
USR_18953,2123,0.77,0.094,27
USR_18954,2767,0.6,0.164,89
USR_18955,3269,0.2,0.044,14
USR_18956,2557,0.54,0.232,13
USR_18957,2349,0.91,0.11,10
USR_18958,2340,0.75,0.219,23
USR_18959,2436,0.71,0.142,5
USR_18960,2795,0.51,0.083,170
USR_18961,2324,0.71,0.111,31
USR_18962,2308,0.61,0.106,24
USR_18963,2756,0.61,0.078,85
USR_18964,2638,0.73,0.14,11
USR_18965,2858,0.6,0.173,10
USR_18966,2525,0.54,0.253,36
USR_18967,1802,0.82,0.149,21
USR_18968,2235,0.69,0.233,5
USR_18969,2492,0.6,0.024,16
USR_18970,2783,0.54,0.161,93
USR_18971,2377,0.85,0.057,12
USR_18972,2524,0.69,0.061,21
USR_18973,2381,0.68,0.023,6
USR_18974,2128,0.83,0.086,5
USR_18975,2471,0.68,0.118,147
USR_18976,2649,0.73,0.134,26
USR_18977,2348,0.69,0.347,44
USR_18978,2200,0.78,0.214,76
USR_18979,3289,0.35,0.228,45
USR_18980,2912,0.67,0.133,64
USR_18981,2739,0.67,0.044,39
USR_18982,2209,0.75,0.127,79
USR_18983,2392,0.63,0.133,35
USR_18984,2707,0.67,0.174,17
USR_18985,2863,0.35,0.17,29
USR_18986,2246,0.65,0.222,101
USR_18987,2720,0.85,0.077,52
USR_18988,2549,0.66,0.16,41
USR_18989,2961,0.55,0.079,60
USR_18990,2327,0.68,0.088,78
USR_18991,2562,0.53,0.308,21
USR_18992,2358,0.72,0.176,46
USR_18993,2002,0.78,0.057,37
USR_18994,2723,0.27,0.188,35
USR_18995,2404,0.79,0.075,33
USR_18996,2509,0.51,0.13,9
USR_18997,2341,0.8,0.063,35
USR_18998,2401,0.64,0.325,12
USR_18999,2419,0.59,0.19,10
USR_19000,2374,0.72,0.149,36
USR_19001,1959,0.88,0.343,49
USR_19002,2630,0.68,0.074,5
USR_19003,1995,0.76,0.224,70
USR_19004,2823,0.58,0.278,129
USR_19005,2858,0.48,0.262,33
USR_19006,2429,0.49,0.274,87
USR_19007,2491,0.69,0.138,52
USR_19008,2529,0.66,0.25,40
USR_19009,3264,0.35,0.073,11
USR_19010,2487,0.78,0.217,10
USR_19011,2370,0.81,0.138,25
USR_19012,1881,0.7,0.189,97
