user_id,age,annual_mileage,night_driving_pct,weekend_driving_pct,fatigue_score,assigned_village
USR_20488,84,5982,0.321,0.147,7.1,night_owls
USR_20489,41,7086,0.06,0.29,2.0,safe_commuters
USR_20490,70,11134,0.141,0.258,1.3,safe_commuters
USR_20491,47,24303,0.209,0.254,1.1,safe_commuters
USR_20492,55,8382,0.219,0.225,5.1,safe_commuters
USR_20493,34,31476,0.11,0.464,1.2,safe_commuters
USR_20494,41,8464,0.088,0.178,2.0,safe_commuters
USR_20495,37,11213,0.005,0.271,3.5,safe_commuters
USR_20496,59,5980,0.117,0.254,2.0,safe_commuters
USR_20497,78,5603,0.097,0.329,0.7,safe_commuters
USR_20498,81,5054,0.172,0.425,1.6,safe_commuters
USR_20499,64,13975,0.155,0.36,5.6,safe_commuters
USR_20500,25,8630,0.085,0.276,3.0,safe_commuters
USR_20501,32,7123,0.213,0.184,3.2,safe_commuters
USR_20502,66,6290,0.131,0.429,0.5,safe_commuters
USR_20503,84,12305,0.174,0.389,1.2,safe_commuters
USR_20504,60,11482,0.199,0.455,2.8,safe_commuters
USR_20505,72,7839,0.114,0.282,4.2,safe_commuters
USR_20506,21,3405,0.138,0.465,0.7,young_pros
USR_20507,23,8155,0.012,0.143,3.9,young_pros
USR_20508,30,6659,0.202,0.212,4.0,safe_commuters
USR_20509,20,3099,0.139,0.264,1.5,young_pros
USR_20510,73,10643,0.283,0.252,0.8,safe_commuters
USR_20511,53,23617,0.068,0.371,3.9,safe_commuters
USR_20512,77,14933,0.067,0.445,1.0,safe_commuters
USR_20513,41,8886,0.113,0.258,5.0,safe_commuters
USR_20514,18,12744,0.468,0.269,2.2,young_pros
USR_20515,67,8416,0.138,0.21,2.9,safe_commuters
USR_20516,59,11678,0.108,0.346,5.4,safe_commuters
USR_20517,55,1312,0.101,0.145,7.7,weekend_warriors
USR_20518,45,8862,0.252,0.352,1.8,safe_commuters
USR_20519,71,14530,0.11,0.302,10.0,safe_commuters
USR_20520,31,7208,0.011,0.308,4.3,safe_commuters
USR_20521,37,9185,0.063,0.203,1.6,safe_commuters
USR_20522,48,9336,0.557,0.391,1.1,night_owls
USR_20523,56,2736,0.334,0.358,1.6,weekend_warriors
USR_20524,78,5468,0.159,0.148,1.2,safe_commuters
USR_20525,45,9577,0.494,0.4,5.3,night_owls
USR_20526,69,12795,0.124,0.379,5.6,safe_commuters
USR_20527,61,11302,0.361,0.333,7.1,night_owls
USR_20528,84,3664,0.167,0.262,2.9,weekend_warriors
USR_20529,63,2244,0.09,0.234,2.8,weekend_warriors
USR_20530,36,11526,0.011,0.399,4.2,safe_commuters
USR_20531,56,5328,0.264,0.389,1.7,safe_commuters
USR_20532,46,8111,0.406,0.373,2.0,night_owls
USR_20533,54,6429,0.329,0.374,0.5,night_owls
USR_20534,29,6818,0.071,0.25,4.3,safe_commuters
USR_20535,23,5618,0.028,0.244,0.9,young_pros
USR_20536,60,11170,0.073,0.411,3.8,safe_commuters
USR_20537,60,6671,0.228,0.338,1.1,safe_commuters
USR_20538,58,5950,0.061,0.17,3.4,safe_commuters
USR_20539,66,4345,0.099,0.433,1.5,weekend_warriors
USR_20540,55,6531,0.047,0.178,10.0,safe_commuters
USR_20541,34,6433,0.439,0.09,5.3,night_owls
USR_20542,41,31321,0.002,0.245,2.5,safe_commuters
USR_20543,80,6337,0.01,0.241,6.9,safe_commuters
USR_20544,63,14521,0.383,0.368,0.5,night_owls
USR_20545,35,4907,0.006,0.281,1.4,weekend_warriors
USR_20546,24,18320,0.059,0.279,3.2,young_pros
USR_20547,74,7806,0.03,0.23,2.1,safe_commuters
USR_20548,36,6968,0.204,0.212,2.2,safe_commuters
USR_20549,79,5739,0.042,0.247,1.9,safe_commuters
USR_20550,24,21540,0.076,0.229,5.7,young_pros
USR_20551,47,21374,0.098,0.342,4.3,safe_commuters
USR_20552,38,4195,0.012,0.213,1.4,weekend_warriors
USR_20553,60,5354,0.132,0.253,3.6,safe_commuters
USR_20554,25,16279,0.07,0.232,4.2,safe_commuters
USR_20555,40,18577,0.376,0.241,0.7,night_owls
USR_20556,81,28718,0.026,0.277,2.9,safe_commuters
USR_20557,66,2220,0.186,0.329,3.1,weekend_warriors
USR_20558,65,6263,0.067,0.282,7.8,safe_commuters
USR_20559,46,13663,0.339,0.284,10.0,night_owls
USR_20560,47,8024,0.25,0.198,6.1,safe_commuters
USR_20561,31,17143,0.07,0.266,5.4,safe_commuters
USR_20562,53,5107,0.053,0.034,2.4,safe_commuters
USR_20563,54,6970,0.043,0.395,3.7,safe_commuters
USR_20564,19,3354,0.109,0.144,5.8,young_pros
USR_20565,19,3397,0.08,0.328,3.9,young_pros
USR_20566,63,10033,0.074,0.249,4.3,safe_commuters
USR_20567,82,16114,0.094,0.212,3.0,safe_commuters
USR_20568,66,14032,0.218,0.187,2.0,safe_commuters
USR_20569,42,13244,0.176,0.19,3.7,safe_commuters
USR_20570,69,21966,0.096,0.244,0.3,safe_commuters
USR_20571,55,20210,0.153,0.317,3.7,safe_commuters
USR_20572,53,12526,0.065,0.249,6.8,safe_commuters
USR_20573,39,6962,0.025,0.32,3.3,safe_commuters
USR_20574,24,6519,0.356,0.408,4.3,young_pros
USR_20575,84,18547,0.32,0.357,2.4,night_owls
USR_20576,50,12685,0.304,0.309,0.6,night_owls
USR_20577,78,11037,0.107,0.357,2.5,safe_commuters
USR_20578,46,14228,0.048,0.197,2.0,safe_commuters
USR_20579,80,4819,0.145,0.24,4.5,weekend_warriors
USR_20580,31,2843,0.004,0.285,7.5,weekend_warriors
USR_20581,80,10929,0.461,0.359,3.6,night_owls
USR_20582,42,6486,0.187,0.359,3.8,safe_commuters
USR_20583,43,10419,0.314,0.206,2.8,night_owls
USR_20584,66,3510,0.373,0.345,4.4,weekend_warriors
USR_20585,51,12001,0.158,0.429,0.7,safe_commuters
USR_20586,84,5650,0.046,0.385,1.4,safe_commuters
USR_20587,61,43625,0.426,0.277,3.4,night_owls
USR_20588,80,16814,0.019,0.312,3.2,safe_commuters
USR_20589,79,5264,0.038,0.32,2.9,safe_commuters
USR_20590,42,9254,0.297,0.239,4.0,safe_commuters
USR_20591,57,2524,0.168,0.284,0.8,weekend_warriors
USR_20592,52,5587,0.017,0.301,0.6,safe_commuters
USR_20593,78,15516,0.301,0.217,1.0,night_owls
USR_20594,70,4943,0.316,0.32,3.3,weekend_warriors
USR_20595,82,5310,0.052,0.322,1.2,safe_commuters
USR_20596,76,6422,0.089,0.17,1.8,safe_commuters
USR_20597,64,9025,0.114,0.377,2.3,safe_commuters
USR_20598,56,7805,0.122,0.32,5.6,safe_commuters
USR_20599,23,8446,0.038,0.417,3.6,young_pros
USR_20600,76,4802,0.008,0.48,1.5,weekend_warriors
USR_20601,43,1402,0.051,0.274,0.8,weekend_warriors
USR_20602,72,13972,0.017,0.369,2.5,safe_commuters
USR_20603,30,13781,0.017,0.243,2.3,safe_commuters
USR_20604,48,11613,0.115,0.248,2.5,safe_commuters
USR_20605,20,8416,0.003,0.347,1.7,young_pros
USR_20606,48,23474,0.044,0.324,1.3,safe_commuters
USR_20607,80,11055,0.001,0.282,1.9,safe_commuters
USR_20608,35,3828,0.241,0.112,2.3,weekend_warriors
USR_20609,20,27662,0.231,0.0,4.3,young_pros
USR_20610,23,3166,0.06,0.161,1.9,young_pros
USR_20611,60,1870,0.072,0.328,0.3,weekend_warriors
USR_20612,80,12132,0.718,0.274,2.0,night_owls
USR_20613,80,17925,0.472,0.29,6.4,night_owls
USR_20614,78,11234,0.339,0.264,5.0,night_owls
USR_20615,78,6104,0.395,0.258,1.2,night_owls
USR_20616,25,4228,0.096,0.336,2.8,weekend_warriors
USR_20617,36,17581,0.451,0.261,3.9,night_owls
USR_20618,41,5369,0.063,0.398,1.4,safe_commuters
USR_20619,33,10313,0.083,0.335,5.3,safe_commuters
USR_20620,37,10269,0.133,0.042,2.6,safe_commuters
USR_20621,65,4447,0.171,0.418,2.0,weekend_warriors
USR_20622,26,11528,0.538,0.303,1.7,night_owls
USR_20623,54,29081,0.212,0.329,2.2,safe_commuters
USR_20624,58,8759,0.292,0.33,0.9,safe_commuters
USR_20625,18,4140,0.178,0.317,4.9,young_pros
USR_20626,82,7027,0.199,0.253,3.4,safe_commuters
USR_20627,62,4004,0.058,0.39,4.9,weekend_warriors
USR_20628,59,10731,0.319,0.197,3.7,night_owls
USR_20629,56,8687,0.015,0.164,4.2,safe_commuters
USR_20630,62,8561,0.121,0.108,1.4,safe_commuters
USR_20631,51,4462,0.521,0.271,0.7,weekend_warriors
USR_20632,27,18643,0.011,0.278,7.8,safe_commuters
USR_20633,32,3565,0.172,0.368,3.8,weekend_warriors
USR_20634,60,5497,0.136,0.274,2.9,safe_commuters
USR_20635,67,6774,0.3,0.36,2.4,night_owls
USR_20636,80,9633,0.199,0.05,6.6,safe_commuters
USR_20637,69,8174,0.179,0.242,1.8,safe_commuters
USR_20638,74,9561,0.061,0.364,0.5,safe_commuters
USR_20639,64,9493,0.099,0.195,2.5,safe_commuters
USR_20640,29,11234,0.079,0.261,1.8,safe_commuters
USR_20641,42,22271,0.052,0.267,3.3,safe_commuters
USR_20642,31,2530,0.03,0.218,1.9,weekend_warriors
USR_20643,74,10422,0.121,0.32,3.8,safe_commuters
USR_20644,40,8973,0.031,0.428,2.3,safe_commuters
USR_20645,26,4955,0.424,0.146,1.6,weekend_warriors
USR_20646,64,10225,0.221,0.22,3.3,safe_commuters
USR_20647,53,10746,0.044,0.199,3.0,safe_commuters
USR_20648,33,7100,0.181,0.275,0.2,safe_commuters
USR_20649,76,11804,0.101,0.267,10.0,safe_commuters
USR_20650,54,4929,0.036,0.241,1.7,weekend_warriors
USR_20651,20,17459,0.102,0.26,4.4,young_pros
USR_20652,56,7243,0.038,0.09,2.3,safe_commuters
USR_20653,82,4451,0.28,0.125,8.6,weekend_warriors
USR_20654,46,7560,0.093,0.063,6.9,safe_commuters
USR_20655,56,3628,0.046,0.037,2.3,weekend_warriors
USR_20656,44,7279,0.225,0.342,1.9,safe_commuters
USR_20657,68,9363,0.363,0.091,6.7,night_owls
USR_20658,51,10806,0.444,0.273,1.2,night_owls
USR_20659,82,15910,0.561,0.396,3.8,night_owls
USR_20660,27,12565,0.224,0.402,4.1,safe_commuters
USR_20661,41,5857,0.025,0.254,0.2,safe_commuters
USR_20662,50,11966,0.089,0.193,1.3,safe_commuters
USR_20663,55,3042,0.05,0.284,2.5,weekend_warriors
USR_20664,37,4853,0.05,0.304,0.6,weekend_warriors
USR_20665,78,5728,0.031,0.539,2.3,safe_commuters
USR_20666,51,9283,0.547,0.096,1.5,night_owls
USR_20667,25,14986,0.44,0.276,1.0,night_owls
USR_20668,56,4957,0.079,0.178,0.9,weekend_warriors
USR_20669,84,10307,0.07,0.341,5.8,safe_commuters
USR_20670,36,7778,0.269,0.29,0.7,safe_commuters
USR_20671,53,15858,0.327,0.054,1.5,night_owls
USR_20672,49,20071,0.066,0.36,1.0,safe_commuters
USR_20673,29,17353,0.261,0.365,1.3,safe_commuters
USR_20674,41,8766,0.234,0.081,4.7,safe_commuters
USR_20675,61,14952,0.304,0.197,3.8,night_owls
USR_20676,79,7173,0.049,0.131,3.4,safe_commuters
USR_20677,46,8375,0.198,0.264,0.5,safe_commuters
USR_20678,26,7683,0.096,0.148,6.7,safe_commuters
USR_20679,64,3329,0.221,0.239,3.1,weekend_warriors
USR_20680,29,3393,0.421,0.465,3.4,weekend_warriors
USR_20681,35,5949,0.309,0.337,1.2,night_owls
USR_20682,61,5253,0.195,0.302,1.3,safe_commuters
USR_20683,27,7922,0.09,0.316,2.4,safe_commuters
USR_20684,29,19564,0.052,0.284,2.2,safe_commuters
USR_20685,83,3335,0.147,0.457,0.8,weekend_warriors
USR_20686,34,10112,0.108,0.135,7.8,safe_commuters
USR_20687,58,9810,0.129,0.239,4.9,safe_commuters
USR_20688,21,9616,0.309,0.436,4.4,young_pros
USR_20689,33,5156,0.002,0.26,2.3,safe_commuters
USR_20690,75,4110,0.201,0.173,4.0,weekend_warriors
USR_20691,70,9783,0.087,0.125,2.4,safe_commuters
USR_20692,42,3164,0.183,0.211,1.6,weekend_warriors
USR_20693,37,7702,0.137,0.262,6.2,safe_commuters
USR_20694,40,9046,0.078,0.355,0.8,safe_commuters
USR_20695,27,4772,0.337,0.428,1.7,weekend_warriors
USR_20696,56,8229,0.298,0.281,1.5,safe_commuters
USR_20697,41,7699,0.144,0.247,0.4,safe_commuters
USR_20698,41,11082,0.531,0.226,6.7,night_owls
USR_20699,45,6754,0.053,0.227,3.0,safe_commuters
USR_20700,37,5753,0.325,0.263,1.9,night_owls
USR_20701,61,4765,0.014,0.217,3.4,weekend_warriors
USR_20702,38,17646,0.014,0.36,2.0,safe_commuters
USR_20703,49,14101,0.166,0.262,10.0,safe_commuters
USR_20704,40,10242,0.101,0.282,2.2,safe_commuters
USR_20705,49,6203,0.005,0.241,1.9,safe_commuters
USR_20706,55,6048,0.025,0.29,1.7,safe_commuters
USR_20707,42,4444,0.152,0.396,5.8,weekend_warriors
USR_20708,34,4672,0.233,0.187,10.0,weekend_warriors
USR_20709,75,7028,0.125,0.22,2.8,safe_commuters
USR_20710,73,4503,0.226,0.117,2.5,weekend_warriors
USR_20711,41,10310,0.064,0.18,5.3,safe_commuters
USR_20712,46,14502,0.478,0.241,1.2,night_owls
USR_20713,53,13246,0.044,0.113,3.5,safe_commuters
USR_20714,34,23288,0.048,0.101,2.9,safe_commuters
USR_20715,31,3130,0.281,0.216,6.5,weekend_warriors
USR_20716,61,9862,0.335,0.366,4.5,night_owls
USR_20717,19,8796,0.142,0.081,1.8,young_pros
USR_20718,56,6397,0.017,0.343,2.6,safe_commuters
USR_20719,79,11914,0.116,0.431,0.8,safe_commuters
USR_20720,47,4679,0.417,0.105,1.3,weekend_warriors
USR_20721,69,24296,0.1,0.254,0.2,safe_commuters
USR_20722,75,12416,0.273,0.298,1.9,safe_commuters
USR_20723,18,7276,0.148,0.33,3.2,young_pros
USR_20724,41,7600,0.005,0.349,2.4,safe_commuters
USR_20725,39,4061,0.024,0.316,8.3,weekend_warriors
USR_20726,68,7963,0.204,0.339,3.8,safe_commuters
USR_20727,72,14151,0.116,0.425,3.0,safe_commuters
USR_20728,49,4824,0.217,0.37,0.9,weekend_warriors
USR_20729,58,31660,0.062,0.37,3.3,safe_commuters
USR_20730,82,21676,0.107,0.22,6.0,safe_commuters
USR_20731,46,3305,0.109,0.426,1.9,weekend_warriors
USR_20732,45,2582,0.483,0.278,1.1,weekend_warriors
USR_20733,24,9469,0.088,0.17,2.3,young_pros
USR_20734,30,10056,0.243,0.121,1.7,safe_commuters
USR_20735,52,16798,0.336,0.311,2.0,night_owls
USR_20736,75,10002,0.008,0.293,3.2,safe_commuters
USR_20737,24,5737,0.142,0.295,1.3,young_pros
USR_20738,81,2513,0.185,0.367,1.7,weekend_warriors
USR_20739,46,8612,0.17,0.353,3.8,safe_commuters
USR_20740,32,4155,0.062,0.205,4.2,weekend_warriors
USR_20741,53,3892,0.51,0.045,7.3,weekend_warriors
USR_20742,19,17263,0.302,0.334,3.5,young_pros
USR_20743,30,6465,0.06,0.076,2.2,safe_commuters
USR_20744,30,1826,0.322,0.357,4.4,weekend_warriors
USR_20745,82,2430,0.084,0.253,2.6,weekend_warriors
USR_20746,60,4907,0.192,0.385,2.6,weekend_warriors
USR_20747,72,10354,0.292,0.347,1.9,safe_commuters
USR_20748,45,16085,0.049,0.259,4.6,safe_commuters
USR_20749,22,9158,0.441,0.182,0.5,young_pros
USR_20750,72,11040,0.381,0.269,3.6,night_owls
USR_20751,83,11157,0.388,0.19,5.0,night_owls
USR_20752,83,10996,0.169,0.383,4.3,safe_commuters
USR_20753,60,4429,0.092,0.421,1.8,weekend_warriors
USR_20754,22,7274,0.018,0.34,0.3,young_pros
USR_20755,31,8544,0.133,0.138,7.2,safe_commuters
USR_20756,83,8388,0.146,0.447,3.5,safe_commuters
USR_20757,20,10916,0.07,0.266,5.5,young_pros
USR_20758,19,6082,0.153,0.399,1.2,young_pros
USR_20759,51,19982,0.032,0.362,3.8,safe_commuters
USR_20760,42,15544,0.035,0.241,0.5,safe_commuters
USR_20761,44,3370,0.193,0.155,1.7,weekend_warriors
USR_20762,33,6049,0.044,0.44,3.4,safe_commuters
USR_20763,18,6202,0.226,0.303,2.0,young_pros
USR_20764,74,6436,0.047,0.288,2.3,safe_commuters
USR_20765,54,9037,0.068,0.342,1.2,safe_commuters
USR_20766,72,10479,0.23,0.347,2.9,safe_commuters
USR_20767,35,8062,0.073,0.232,3.0,safe_commuters
USR_20768,34,9534,0.429,0.219,1.1,night_owls
USR_20769,30,15779,0.097,0.251,5.4,safe_commuters
USR_20770,61,7123,0.037,0.255,1.6,safe_commuters
USR_20771,72,4492,0.025,0.186,6.7,weekend_warriors
USR_20772,59,7436,0.205,0.444,3.7,safe_commuters
USR_20773,69,28172,0.048,0.106,3.1,safe_commuters
USR_20774,51,10977,0.428,0.069,3.8,night_owls
USR_20775,51,3776,0.189,0.229,2.1,weekend_warriors
USR_20776,38,18782,0.006,0.241,0.7,safe_commuters
USR_20777,52,3229,0.378,0.251,7.2,weekend_warriors
USR_20778,20,14311,0.335,0.042,2.6,young_pros
USR_20779,26,6856,0.021,0.34,6.4,safe_commuters
USR_20780,79,15994,0.506,0.206,2.4,night_owls
USR_20781,76,4314,0.095,0.362,4.5,weekend_warriors
USR_20782,70,7960,0.04,0.345,1.0,safe_commuters
USR_20783,55,9135,0.4,0.185,3.7,night_owls
USR_20784,57,4007,0.535,0.46,1.5,weekend_warriors
USR_20785,69,1627,0.078,0.37,3.0,weekend_warriors
USR_20786,29,13241,0.092,0.335,6.4,safe_commuters
USR_20787,70,10823,0.263,0.344,2.4,safe_commuters
USR_20788,81,8217,0.212,0.154,2.6,safe_commuters
USR_20789,74,22983,0.066,0.333,0.8,safe_commuters
USR_20790,34,8530,0.059,0.172,2.6,safe_commuters
USR_20791,84,8139,0.468,0.304,0.7,night_owls
USR_20792,61,7005,0.148,0.358,6.8,safe_commuters
USR_20793,46,12708,0.227,0.294,0.8,safe_commuters
USR_20794,54,20075,0.12,0.453,3.0,safe_commuters
USR_20795,84,4706,0.199,0.297,5.6,weekend_warriors
USR_20796,38,15828,0.084,0.354,6.4,safe_commuters
USR_20797,57,4940,0.01,0.338,5.9,weekend_warriors
USR_20798,64,13143,0.098,0.295,1.9,safe_commuters
USR_20799,29,5246,0.204,0.198,0.4,safe_commuters
USR_20800,42,6086,0.161,0.518,1.3,safe_commuters
USR_20801,82,8386,0.292,0.131,0.9,safe_commuters
USR_20802,58,11574,0.154,0.339,1.9,safe_commuters
USR_20803,72,26816,0.32,0.298,1.2,night_owls
USR_20804,44,13139,0.182,0.206,1.1,safe_commuters
USR_20805,72,2025,0.014,0.245,1.5,weekend_warriors
USR_20806,58,7539,0.56,0.378,3.0,night_owls
USR_20807,25,7003,0.557,0.092,0.3,night_owls
USR_20808,46,6909,0.337,0.329,4.5,night_owls
USR_20809,51,5898,0.284,0.278,4.1,safe_commuters
USR_20810,21,4215,0.198,0.399,1.5,young_pros
USR_20811,55,4698,0.057,0.269,6.6,weekend_warriors
USR_20812,33,7883,0.206,0.257,5.3,safe_commuters
USR_20813,79,3458,0.01,0.211,0.9,weekend_warriors
USR_20814,29,5854,0.157,0.374,1.6,safe_commuters
USR_20815,81,3540,0.359,0.391,3.5,weekend_warriors
USR_20816,34,33955,0.137,0.296,1.8,safe_commuters
USR_20817,25,3936,0.31,0.235,3.7,weekend_warriors
USR_20818,62,4742,0.445,0.299,2.2,weekend_warriors
USR_20819,41,4931,0.083,0.327,4.2,weekend_warriors
USR_20820,54,9446,0.04,0.042,0.8,safe_commuters
USR_20821,46,6229,0.418,0.223,2.6,night_owls
USR_20822,63,7500,0.58,0.254,0.7,night_owls
USR_20823,65,11094,0.189,0.312,0.9,safe_commuters
USR_20824,36,8569,0.075,0.371,1.6,safe_commuters
USR_20825,47,32774,0.09,0.261,2.5,safe_commuters
USR_20826,42,10578,0.032,0.281,2.4,safe_commuters
USR_20827,51,4749,0.239,0.273,1.4,weekend_warriors
USR_20828,50,3910,0.035,0.415,2.0,weekend_warriors
USR_20829,18,20728,0.257,0.224,2.7,young_pros
USR_20830,60,895,0.174,0.24,1.6,weekend_warriors
USR_20831,52,6231,0.07,0.302,2.0,safe_commuters
USR_20832,43,8455,0.236,0.291,0.3,safe_commuters
USR_20833,70,5804,0.16,0.32,4.4,safe_commuters
USR_20834,56,29073,0.098,0.457,1.2,safe_commuters
USR_20835,19,9395,0.215,0.258,5.7,young_pros
USR_20836,84,5063,0.035,0.408,2.0,safe_commuters
USR_20837,27,10846,0.383,0.387,1.5,night_owls
USR_20838,26,14497,0.015,0.224,5.4,safe_commuters
USR_20839,41,7419,0.202,0.326,0.5,safe_commuters
USR_20840,24,11748,0.037,0.214,2.4,young_pros
USR_20841,18,17306,0.222,0.188,0.6,young_pros
USR_20842,82,11630,0.258,0.285,2.9,safe_commuters
USR_20843,56,2041,0.034,0.306,0.7,weekend_warriors
USR_20844,69,21711,0.146,0.382,1.5,safe_commuters
USR_20845,53,4494,0.37,0.276,0.5,weekend_warriors
USR_20846,81,6707,0.412,0.303,2.4,night_owls
USR_20847,70,14806,0.215,0.155,0.7,safe_commuters
USR_20848,21,9917,0.009,0.23,1.3,young_pros
USR_20849,64,18550,0.224,0.353,3.5,safe_commuters
USR_20850,34,15185,0.113,0.06,2.5,safe_commuters
USR_20851,55,11509,0.318,0.221,3.1,night_owls
USR_20852,32,3327,0.542,0.22,1.1,weekend_warriors
USR_20853,32,9338,0.044,0.334,1.3,safe_commuters
USR_20854,79,10072,0.085,0.38,0.5,safe_commuters
USR_20855,22,10750,0.081,0.351,0.9,young_pros
USR_20856,64,4721,0.326,0.494,3.8,weekend_warriors
USR_20857,57,17265,0.257,0.19,6.0,safe_commuters
USR_20858,68,3329,0.052,0.307,2.6,weekend_warriors
USR_20859,68,7952,0.728,0.13,3.5,night_owls
USR_20860,72,14267,0.264,0.425,5.3,safe_commuters
USR_20861,25,8498,0.084,0.296,3.7,safe_commuters
USR_20862,76,12294,0.088,0.116,3.1,safe_commuters
USR_20863,68,5012,0.23,0.356,2.0,safe_commuters
USR_20864,27,5654,0.435,0.224,2.0,night_owls
USR_20865,66,7582,0.036,0.314,0.3,safe_commuters
USR_20866,23,8704,0.552,0.246,0.4,young_pros
USR_20867,76,2926,0.061,0.097,4.9,weekend_warriors
USR_20868,34,5680,0.023,0.347,6.2,safe_commuters
USR_20869,44,4486,0.139,0.231,5.0,weekend_warriors
USR_20870,44,20856,0.032,0.107,1.2,safe_commuters
USR_20871,51,4419,0.004,0.329,2.5,weekend_warriors
USR_20872,39,7832,0.057,0.414,2.4,safe_commuters
USR_20873,20,1601,0.284,0.317,4.4,young_pros
USR_20874,36,9707,0.07,0.322,1.0,safe_commuters
USR_20875,66,9735,0.288,0.372,1.0,safe_commuters
USR_20876,66,7044,0.005,0.24,5.7,safe_commuters
USR_20877,49,21005,0.198,0.196,3.1,safe_commuters
USR_20878,53,12031,0.018,0.351,2.3,safe_commuters
USR_20879,48,7541,0.328,0.375,2.1,night_owls
USR_20880,52,34410,0.263,0.349,2.2,safe_commuters
USR_20881,35,9451,0.258,0.043,1.2,safe_commuters
USR_20882,77,5451,0.233,0.303,5.7,safe_commuters
USR_20883,37,8510,0.098,0.342,1.4,safe_commuters
USR_20884,38,18041,0.371,0.213,3.0,night_owls
USR_20885,74,5885,0.053,0.231,7.6,safe_commuters
USR_20886,48,8938,0.248,0.508,0.7,safe_commuters
USR_20887,63,12442,0.26,0.255,0.2,safe_commuters
USR_20888,39,12719,0.047,0.095,1.9,safe_commuters
USR_20889,52,10263,0.005,0.348,3.1,safe_commuters
USR_20890,21,10089,0.082,0.309,1.5,young_pros
USR_20891,56,6764,0.278,0.234,6.0,safe_commuters
USR_20892,64,11643,0.025,0.338,3.4,safe_commuters
USR_20893,49,9823,0.015,0.359,1.1,safe_commuters
USR_20894,74,7433,0.098,0.432,0.3,safe_commuters
USR_20895,49,10688,0.238,0.423,0.7,safe_commuters
USR_20896,68,15392,0.148,0.094,6.8,safe_commuters
USR_20897,34,4203,0.359,0.167,3.0,weekend_warriors
USR_20898,60,11163,0.655,0.248,5.7,night_owls
USR_20899,65,19831,0.015,0.409,2.9,safe_commuters
USR_20900,70,5165,0.165,0.174,2.3,safe_commuters
USR_20901,58,2811,0.347,0.335,0.7,weekend_warriors
USR_20902,42,16126,0.393,0.184,3.6,night_owls
USR_20903,76,22813,0.337,0.457,2.0,night_owls
USR_20904,66,8214,0.172,0.402,0.1,safe_commuters
USR_20905,56,15214,0.144,0.09,3.4,safe_commuters
USR_20906,41,15813,0.151,0.18,6.7,safe_commuters
USR_20907,62,15488,0.213,0.258,0.4,safe_commuters
USR_20908,65,6141,0.01,0.386,2.2,safe_commuters
USR_20909,35,6533,0.156,0.355,1.4,safe_commuters
USR_20910,28,8917,0.171,0.265,0.7,safe_commuters
USR_20911,46,12234,0.069,0.298,6.1,safe_commuters
USR_20912,84,6848,0.158,0.361,0.6,safe_commuters
USR_20913,45,6554,0.085,0.295,7.4,safe_commuters
USR_20914,33,6815,0.133,0.272,2.2,safe_commuters
USR_20915,55,2416,0.406,0.426,1.5,weekend_warriors
USR_20916,51,13800,0.028,0.132,5.3,safe_commuters
USR_20917,29,9942,0.155,0.464,2.1,safe_commuters
USR_20918,45,16244,0.027,0.362,2.6,safe_commuters
USR_20919,72,5874,0.257,0.271,5.0,safe_commuters
USR_20920,48,13067,0.121,0.497,4.5,safe_commuters
USR_20921,61,17024,0.636,0.426,1.8,night_owls
USR_20922,27,34797,0.044,0.243,7.0,safe_commuters
USR_20923,25,17029,0.173,0.285,5.6,safe_commuters
USR_20924,59,5704,0.031,0.414,1.5,safe_commuters
USR_20925,42,21111,0.036,0.388,3.8,safe_commuters
USR_20926,58,5974,0.406,0.265,2.5,night_owls
USR_20927,28,7270,0.217,0.289,2.3,safe_commuters
USR_20928,68,6702,0.249,0.409,2.8,safe_commuters
USR_20929,70,9277,0.054,0.182,5.9,safe_commuters
USR_20930,40,6782,0.315,0.397,1.0,night_owls
USR_20931,43,3670,0.159,0.402,2.3,weekend_warriors
USR_20932,55,12114,0.233,0.199,4.9,safe_commuters
USR_20933,20,8478,0.012,0.358,5.8,young_pros
USR_20934,70,10926,0.153,0.321,4.1,safe_commuters
USR_20935,48,18354,0.105,0.234,3.0,safe_commuters
USR_20936,51,5748,0.066,0.362,2.7,safe_commuters
USR_20937,61,18266,0.147,0.282,3.9,safe_commuters
USR_20938,67,21681,0.001,0.264,5.3,safe_commuters
USR_20939,21,30459,0.235,0.264,2.9,young_pros
USR_20940,35,14198,0.109,0.283,0.6,safe_commuters
USR_20941,56,15072,0.231,0.271,2.0,safe_commuters
USR_20942,50,5573,0.134,0.39,1.2,safe_commuters
USR_20943,19,6830,0.117,0.207,0.7,young_pros
USR_20944,70,3335,0.114,0.24,4.2,weekend_warriors
USR_20945,70,4848,0.103,0.421,3.9,weekend_warriors
USR_20946,63,8011,0.429,0.363,4.4,night_owls
USR_20947,19,8063,0.191,0.249,3.6,young_pros
USR_20948,19,2959,0.471,0.13,1.2,young_pros
USR_20949,67,17705,0.062,0.347,1.5,safe_commuters
USR_20950,26,14419,0.103,0.362,5.0,safe_commuters
USR_20951,34,9635,0.582,0.286,4.0,night_owls
USR_20952,50,3389,0.081,0.093,0.4,weekend_warriors
USR_20953,52,6493,0.157,0.138,3.7,safe_commuters
USR_20954,57,4016,0.522,0.4,3.5,weekend_warriors
USR_20955,61,9709,0.064,0.364,3.9,safe_commuters
USR_20956,60,5384,0.179,0.423,3.3,safe_commuters
